Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Public,102,24647.36,Bimonthly,Owned,3.9,Yes,0,Spouse,71,39182.91,Yes,No,None,None,0,0
Public,61,31106.29,Bimonthly,Owned,3.0,No,5,Sibling,31,30620.82,No,Yes,OFW Remittance,Savings,0,0
Public,20,35804.55,Bimonthly,Rented,3.1,Yes,0,Parent,75,18694.21,Yes,No,Freelance,Insurance,0,0
Public,16,31733.46,Monthly,Owned,8.9,Yes,2,Sibling,76,43003.72,Yes,No,OFW Remittance,Community Plan,0,0
Private,56,41731.98,Bimonthly,Rented,2.2,No,5,Spouse,103,33707.98,Yes,No,OFW Remittance,None,0,0
Private,74,39778.31,Biweekly,Owned,0.5,Yes,0,Parent,75,17972.62,No,No,OFW Remittance,None,0,0
Public,43,16760.72,Bimonthly,Rented,9.9,Yes,3,Spouse,80,29422.23,No,No,None,Community Plan,0,0
Private,37,37130.72,Monthly,Rented,3.5,No,2,Spouse,79,34339.33,No,No,None,Insurance,0,0
Public,29,30135.29,Bimonthly,Rented,3.5,No,0,Sibling,23,28117.43,Yes,No,Freelance,Insurance,0,0
Public,28,37871.19,Weekly,Owned,5.5,No,4,Friend,78,22443.12,No,No,Freelance,Insurance,0,0
Public,82,30897.63,Monthly,Rented,8.0,No,1,Friend,96,37289.98,Yes,Yes,Business,None,0,0
Private,76,28457.18,Monthly,Rented,1.5,No,4,Spouse,29,34532.69,No,Yes,Freelance,Community Plan,0,0
Private,34,41754.86,Monthly,Rented,3.1,No,0,Friend,89,23517.28,No,Yes,None,Community Plan,0,0
Public,12,35305.67,Monthly,Rented,10.0,Yes,5,Spouse,72,43725.8,Yes,No,None,Insurance,0,0
Private,111,44997.07,Biweekly,Rented,6.8,Yes,5,Friend,53,32050.1,No,Yes,Business,Savings,0,0
Public,99,25749.14,Biweekly,Owned,5.6,Yes,4,Sibling,22,26088.28,No,No,OFW Remittance,Community Plan,0,0
Public,12,28685.29,Monthly,Owned,5.9,Yes,4,Sibling,88,40437.48,No,Yes,Freelance,Community Plan,0,0
Public,95,34681.55,Bimonthly,Rented,8.8,No,5,Friend,15,25726.12,Yes,Yes,Freelance,Savings,0,0
Public,51,17815.21,Bimonthly,Rented,0.2,No,3,Spouse,78,28628.13,No,No,Business,None,0,0
Private,91,35221.38,Biweekly,Rented,9.9,No,0,Sibling,50,20739.89,Yes,No,Business,Insurance,0,0
Public,68,43538.55,Bimonthly,Owned,7.6,Yes,1,Sibling,31,40308.79,No,No,Freelance,Community Plan,0,0
Private,12,32548.68,Bimonthly,Owned,7.5,No,0,Spouse,110,29407.14,Yes,No,None,Community Plan,0,0
Public,26,32462.67,Weekly,Owned,6.4,No,0,Spouse,41,33468.79,Yes,Yes,Freelance,Savings,0,0
Public,111,42919.69,Monthly,Rented,1.7,No,5,Spouse,44,25895.85,No,Yes,None,Savings,0,0
Public,83,29451.43,Monthly,Owned,6.9,No,5,Sibling,33,27689.3,Yes,Yes,OFW Remittance,None,0,0
Private,112,42693.64,Weekly,Rented,8.2,No,2,Spouse,109,22980.01,No,No,Business,Savings,0,0
Private,12,19758.95,Biweekly,Rented,3.4,Yes,5,Parent,95,26588.85,No,No,None,Insurance,0,0
Public,105,41447.19,Biweekly,Rented,10.0,Yes,3,Sibling,48,24084.47,No,No,None,Savings,0,0
Private,115,36788.39,Bimonthly,Owned,5.8,No,1,Friend,30,16441.87,Yes,No,Business,Community Plan,0,0
Private,90,19023.62,Bimonthly,Rented,2.1,No,2,Spouse,32,33299.33,No,Yes,Business,Savings,0,0
Private,38,17414.98,Weekly,Rented,4.2,Yes,1,Parent,23,24561.85,No,Yes,Business,Community Plan,0,1
Public,76,17615.08,Monthly,Owned,7.3,Yes,1,Sibling,15,30072.7,Yes,No,None,Insurance,0,0
Public,106,20975.36,Monthly,Rented,0.9,Yes,1,Friend,15,44469.79,No,No,OFW Remittance,Community Plan,0,0
Public,114,15119.07,Weekly,Owned,0.3,No,1,Sibling,93,16902.43,No,Yes,OFW Remittance,Insurance,0,0
Private,62,34762.96,Weekly,Owned,9.5,Yes,0,Friend,35,19280.74,No,Yes,Freelance,Savings,0,0
Private,102,21779.98,Biweekly,Owned,9.1,No,0,Friend,14,16091.17,No,No,None,Savings,0,0
Private,116,27772.27,Weekly,Rented,2.8,Yes,3,Parent,33,31305.94,Yes,No,OFW Remittance,Insurance,0,0
Private,95,25711.96,Biweekly,Owned,6.5,No,3,Friend,41,22479.48,Yes,No,None,Insurance,0,0
Private,63,40508.68,Monthly,Rented,6.5,No,2,Parent,111,44754.98,No,Yes,Business,Community Plan,0,0
Public,118,20141.33,Monthly,Owned,9.3,Yes,0,Parent,119,26003.74,No,Yes,Freelance,Savings,0,0
Private,108,20080.94,Bimonthly,Owned,3.0,Yes,5,Sibling,68,20952.85,No,No,Business,Insurance,0,0
Public,38,17635.48,Bimonthly,Rented,4.2,No,4,Sibling,24,37441.49,Yes,Yes,Business,Insurance,0,0
Private,93,22850.71,Bimonthly,Owned,9.4,Yes,0,Parent,12,15084.74,No,No,OFW Remittance,Insurance,0,0
Public,61,34144.79,Bimonthly,Owned,0.9,Yes,2,Spouse,20,41902.05,No,No,None,Insurance,0,0
Public,41,19166.63,Bimonthly,Rented,6.0,Yes,0,Spouse,64,24135.15,No,No,Freelance,Community Plan,0,0
Private,74,15455.65,Bimonthly,Rented,4.8,Yes,0,Sibling,99,20035.45,Yes,Yes,Business,Community Plan,0,0
Private,100,22574.08,Biweekly,Owned,1.4,Yes,4,Parent,33,35529.15,No,Yes,Business,None,0,0
Private,45,40035.14,Monthly,Rented,1.9,No,5,Spouse,17,39149.37,No,No,Freelance,Insurance,0,1
Public,63,25937.62,Bimonthly,Rented,7.4,Yes,3,Spouse,96,18794.66,No,Yes,OFW Remittance,Savings,0,0
Private,7,40256.73,Bimonthly,Owned,6.5,No,5,Parent,88,34540.67,No,No,None,Savings,0,0
Public,47,37485.14,Biweekly,Rented,8.1,No,1,Sibling,108,21854.01,No,Yes,OFW Remittance,Community Plan,0,0
Private,17,26172.17,Bimonthly,Owned,8.5,Yes,4,Friend,82,17661.53,No,No,OFW Remittance,None,0,0
Public,46,28244.05,Monthly,Rented,7.3,No,0,Sibling,31,40431.28,Yes,Yes,Business,Community Plan,0,0
Private,8,41234.46,Bimonthly,Owned,5.7,No,1,Sibling,52,34290.31,No,Yes,OFW Remittance,None,0,0
Public,70,22148.8,Monthly,Owned,5.0,Yes,2,Friend,20,33472.36,No,Yes,Business,Insurance,0,0
Public,114,35626.77,Biweekly,Rented,4.7,Yes,4,Parent,104,19814.79,Yes,Yes,Freelance,Insurance,0,0
Public,7,26632.62,Biweekly,Owned,3.8,Yes,2,Spouse,71,42952.28,No,No,OFW Remittance,Savings,0,1
Private,65,34980.32,Biweekly,Owned,5.4,No,3,Sibling,98,33159.71,No,No,OFW Remittance,Community Plan,0,0
Public,19,21661.71,Biweekly,Rented,1.5,Yes,4,Spouse,96,27642.71,Yes,Yes,OFW Remittance,None,0,0
Private,8,35061.44,Biweekly,Rented,9.2,No,3,Parent,27,34633.18,No,Yes,None,Savings,0,0
Public,105,41949.5,Biweekly,Rented,2.4,No,4,Parent,55,32854.59,No,No,OFW Remittance,Insurance,0,0
Public,112,38243.84,Monthly,Owned,3.6,No,4,Spouse,45,40813.15,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,62,35704.11,Monthly,Owned,7.5,No,5,Parent,20,29078.28,Yes,No,OFW Remittance,Community Plan,0,0
Public,102,33368.23,Biweekly,Owned,6.7,No,0,Spouse,52,28891.39,Yes,No,OFW Remittance,Savings,0,0
Private,91,32769.94,Weekly,Rented,5.9,Yes,5,Sibling,77,36487.05,No,Yes,Business,Community Plan,0,0
Public,64,42206.64,Biweekly,Rented,9.5,Yes,0,Sibling,19,26090.81,No,No,OFW Remittance,None,0,0
Private,60,15362.97,Biweekly,Owned,3.1,No,5,Friend,101,43227.68,Yes,Yes,OFW Remittance,Savings,0,1
Private,98,20193.01,Monthly,Owned,3.6,Yes,3,Sibling,76,40371.28,No,Yes,OFW Remittance,Insurance,0,0
Public,27,28229.86,Bimonthly,Rented,5.8,No,1,Parent,80,39673.52,No,Yes,OFW Remittance,Community Plan,0,0
Public,67,22562.12,Biweekly,Rented,1.1,Yes,2,Spouse,51,23901.01,No,No,None,None,0,0
Public,83,39876.13,Biweekly,Owned,7.4,No,1,Parent,68,36933.01,No,Yes,Business,Community Plan,0,0
Public,9,40265.82,Bimonthly,Owned,9.5,No,1,Parent,17,26311.87,Yes,No,None,Insurance,0,0
Private,34,32383.38,Biweekly,Owned,4.0,No,2,Parent,116,30756.81,No,Yes,None,Community Plan,0,0
Public,15,40010.9,Biweekly,Rented,9.5,No,3,Spouse,101,44373.89,Yes,Yes,Business,Savings,0,0
Public,46,20136.17,Bimonthly,Rented,5.9,No,1,Sibling,82,23637.52,No,No,Freelance,None,0,0
Private,28,16455.11,Bimonthly,Owned,8.6,No,4,Spouse,60,44916.72,No,Yes,OFW Remittance,Community Plan,0,1
Public,38,40687.5,Monthly,Owned,6.4,No,3,Sibling,13,26803.96,Yes,Yes,Freelance,Community Plan,0,0
Public,68,44512.7,Monthly,Owned,2.6,Yes,5,Spouse,15,29857.81,No,Yes,OFW Remittance,None,0,0
Public,116,17453.58,Biweekly,Rented,3.7,No,0,Sibling,51,19673.99,Yes,Yes,None,None,0,0
Private,43,30438.0,Monthly,Owned,1.4,No,4,Sibling,66,33746.0,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,23,15546.8,Weekly,Rented,3.8,Yes,5,Spouse,39,21879.59,No,No,OFW Remittance,None,0,0
Public,65,25764.61,Bimonthly,Rented,2.4,No,4,Friend,91,28836.72,Yes,No,OFW Remittance,Insurance,0,0
Private,43,24615.84,Biweekly,Rented,8.7,No,5,Friend,21,27498.5,No,No,Business,Savings,0,0
Private,70,44518.93,Weekly,Rented,2.5,No,4,Sibling,87,18540.2,Yes,Yes,Business,None,0,0
Public,62,32583.99,Weekly,Rented,1.1,Yes,2,Sibling,37,24115.94,No,Yes,Business,None,0,0
Public,22,29750.12,Weekly,Rented,2.7,Yes,3,Sibling,26,27079.33,No,No,None,Community Plan,0,1
Private,12,35880.34,Biweekly,Owned,1.5,No,0,Spouse,45,43612.25,No,No,Freelance,Insurance,0,0
Public,19,38010.12,Monthly,Rented,8.6,Yes,0,Spouse,110,35748.66,Yes,Yes,Freelance,Savings,0,0
Public,104,26180.54,Monthly,Owned,4.6,No,2,Spouse,119,41820.73,No,No,Business,Community Plan,0,0
Private,103,26663.07,Biweekly,Owned,3.0,No,1,Sibling,64,29308.88,Yes,No,OFW Remittance,Insurance,0,0
Public,39,25570.88,Bimonthly,Rented,6.3,No,1,Sibling,120,40866.71,No,No,Business,Community Plan,0,0
Private,37,18142.53,Bimonthly,Rented,2.8,Yes,2,Sibling,65,16380.55,Yes,Yes,None,Savings,0,0
Public,72,18208.75,Weekly,Rented,8.8,No,4,Spouse,10,44476.56,Yes,No,Business,Insurance,0,0
Private,10,15739.33,Monthly,Owned,3.4,No,0,Spouse,10,34999.43,Yes,Yes,Freelance,Community Plan,0,0
Public,116,36161.59,Monthly,Owned,5.9,Yes,2,Parent,99,26887.74,Yes,No,Business,Insurance,0,0
Private,106,42370.95,Biweekly,Owned,1.4,No,0,Parent,30,33726.25,No,Yes,None,Savings,0,0
Public,95,15464.39,Biweekly,Rented,4.6,No,1,Spouse,115,22442.16,No,No,Business,Community Plan,0,0
Public,76,38552.35,Weekly,Rented,6.2,Yes,3,Friend,27,19681.66,No,Yes,None,None,0,0
Private,90,32166.49,Biweekly,Rented,8.6,Yes,5,Spouse,96,43867.36,No,No,None,Community Plan,0,0
Public,120,34008.97,Biweekly,Rented,2.0,No,5,Sibling,36,16891.01,No,Yes,None,None,0,0
Public,88,44882.9,Weekly,Rented,5.2,No,0,Sibling,44,20979.11,No,Yes,OFW Remittance,Savings,0,0
Public,20,35544.03,Biweekly,Rented,2.5,Yes,2,Sibling,87,16722.18,No,No,Freelance,Savings,0,1
Public,104,32038.41,Monthly,Owned,6.3,No,0,Parent,116,23915.0,No,Yes,OFW Remittance,Community Plan,0,0
Private,39,16055.17,Weekly,Owned,9.4,No,4,Sibling,13,19362.48,Yes,No,OFW Remittance,Community Plan,0,0
Public,75,18812.11,Biweekly,Owned,7.1,Yes,2,Parent,65,19727.64,Yes,No,None,Insurance,0,0
Private,58,15727.03,Weekly,Rented,4.5,Yes,4,Spouse,111,25866.06,Yes,No,OFW Remittance,Savings,0,0
Private,16,32281.71,Weekly,Rented,1.7,No,5,Sibling,26,29608.75,Yes,No,None,None,0,0
Private,110,15566.72,Weekly,Rented,6.8,No,4,Friend,77,34474.4,Yes,Yes,Business,Insurance,0,0
Public,98,29024.31,Weekly,Owned,7.9,No,3,Friend,72,23497.63,Yes,Yes,None,Insurance,0,1
Public,72,24192.52,Weekly,Rented,9.4,Yes,2,Sibling,22,35359.7,Yes,No,Freelance,Insurance,0,0
Public,108,37602.64,Bimonthly,Owned,0.8,Yes,0,Friend,54,19641.51,No,No,None,Community Plan,0,0
Private,60,16866.81,Bimonthly,Owned,6.6,Yes,0,Sibling,69,28906.65,No,No,Freelance,Community Plan,0,0
Private,45,25283.5,Monthly,Rented,0.4,Yes,5,Spouse,35,24492.55,Yes,No,None,Insurance,0,1
Public,92,40182.39,Biweekly,Owned,7.0,No,1,Sibling,80,36369.24,Yes,No,Freelance,Savings,0,0
Public,33,34219.71,Monthly,Owned,1.2,Yes,3,Spouse,72,22391.06,No,Yes,Business,Community Plan,0,0
Private,78,29534.46,Monthly,Owned,6.0,No,5,Friend,104,24582.95,No,Yes,Business,None,0,1
Private,29,23370.76,Weekly,Owned,8.5,Yes,3,Parent,14,39601.72,Yes,No,OFW Remittance,None,0,0
Public,93,25463.95,Biweekly,Rented,4.0,Yes,1,Parent,37,30579.9,Yes,No,Freelance,Insurance,0,0
Private,62,39324.27,Weekly,Rented,7.5,Yes,5,Sibling,27,37358.02,No,No,Business,Insurance,0,0
Private,70,31513.94,Monthly,Rented,8.6,Yes,0,Friend,85,27355.57,No,Yes,None,Insurance,0,0
Private,99,20935.07,Weekly,Owned,7.3,Yes,3,Friend,102,22558.64,Yes,Yes,Business,Insurance,0,0
Private,120,28519.78,Bimonthly,Rented,0.3,Yes,5,Sibling,98,44205.07,Yes,No,OFW Remittance,None,0,1
Private,37,22999.26,Biweekly,Rented,1.4,Yes,0,Spouse,101,24115.69,No,No,Freelance,Savings,0,0
Private,116,15386.06,Bimonthly,Rented,5.1,No,0,Friend,93,43423.19,No,No,OFW Remittance,None,0,0
Private,17,35200.58,Bimonthly,Rented,8.8,No,1,Sibling,38,30301.9,No,No,Business,Savings,0,0
Private,45,33884.46,Weekly,Rented,4.7,No,1,Sibling,86,16665.93,No,No,None,Savings,0,0
Private,105,44583.79,Bimonthly,Rented,1.7,Yes,4,Spouse,96,24718.31,No,Yes,Freelance,Insurance,0,0
Private,44,26626.28,Monthly,Owned,7.6,No,0,Parent,105,32495.69,No,Yes,None,Insurance,0,0
Private,65,32647.68,Bimonthly,Rented,8.3,No,1,Friend,69,31634.55,Yes,Yes,Business,Savings,0,0
Private,18,23869.52,Biweekly,Owned,6.4,Yes,3,Parent,13,15068.92,No,Yes,OFW Remittance,Insurance,0,0
Private,78,32091.11,Biweekly,Rented,1.6,Yes,5,Spouse,87,28688.54,Yes,No,Business,None,0,0
Public,40,15726.47,Monthly,Owned,1.4,No,5,Sibling,90,38300.93,Yes,No,Freelance,Savings,0,1
Private,91,27229.42,Weekly,Owned,3.6,Yes,2,Sibling,106,15237.08,No,No,OFW Remittance,Savings,0,0
Public,89,15986.49,Weekly,Owned,0.9,No,2,Spouse,52,39179.06,No,Yes,Business,Savings,0,0
Private,96,23283.36,Bimonthly,Rented,6.2,No,2,Spouse,21,39519.5,Yes,No,Freelance,Insurance,0,0
Private,113,33490.25,Monthly,Rented,0.1,No,3,Friend,88,21676.43,Yes,No,Business,Community Plan,0,0
Public,110,24992.23,Weekly,Rented,7.2,Yes,5,Parent,116,38902.17,No,Yes,Business,Community Plan,0,0
Public,64,23824.32,Bimonthly,Rented,2.0,No,1,Friend,105,40517.77,No,Yes,None,None,0,0
Public,86,28732.62,Bimonthly,Owned,0.5,No,4,Parent,36,44129.89,Yes,Yes,None,Insurance,0,0
Private,112,25429.04,Monthly,Owned,9.0,No,5,Spouse,104,21157.55,No,No,Business,Community Plan,0,0
Private,63,26862.35,Biweekly,Owned,6.8,Yes,3,Parent,36,35630.81,Yes,No,Business,Savings,0,1
Public,30,16331.15,Bimonthly,Owned,5.1,Yes,1,Friend,62,38294.45,Yes,No,Business,Insurance,0,0
Private,85,40861.18,Biweekly,Rented,5.6,Yes,0,Spouse,81,21588.32,No,No,Business,None,0,1
Private,27,43468.11,Weekly,Owned,2.2,Yes,4,Friend,99,37343.06,No,No,OFW Remittance,Savings,0,0
Private,62,31750.64,Biweekly,Rented,3.0,No,4,Sibling,75,23179.28,No,Yes,OFW Remittance,None,0,0
Private,79,18126.57,Biweekly,Rented,7.6,Yes,3,Parent,51,27673.31,Yes,Yes,None,None,0,1
Private,84,24365.1,Weekly,Owned,0.5,No,1,Friend,75,20065.9,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,71,23243.55,Biweekly,Owned,5.2,No,2,Sibling,68,16042.29,No,Yes,OFW Remittance,Insurance,0,0
Public,106,44356.07,Bimonthly,Owned,0.3,Yes,3,Parent,34,44084.33,Yes,Yes,None,Community Plan,0,0
Private,78,38257.6,Bimonthly,Rented,0.2,No,1,Sibling,54,30739.28,Yes,Yes,Business,Community Plan,0,1
Public,105,36933.03,Weekly,Owned,8.7,No,0,Friend,92,38008.32,No,No,OFW Remittance,None,0,0
Public,6,17326.85,Bimonthly,Owned,3.8,Yes,3,Parent,76,43729.1,Yes,No,None,None,0,1
Private,72,42442.15,Biweekly,Rented,7.2,No,3,Spouse,20,32349.97,No,Yes,Business,None,0,0
Public,48,17234.81,Weekly,Owned,0.8,No,0,Parent,96,18882.5,Yes,Yes,Business,None,0,0
Private,44,20320.94,Monthly,Rented,6.6,No,2,Friend,83,39906.03,No,Yes,Freelance,Insurance,0,1
Public,84,18538.21,Monthly,Owned,9.9,No,2,Friend,80,44749.63,No,Yes,OFW Remittance,Savings,0,0
Private,79,19505.54,Bimonthly,Rented,4.6,Yes,3,Sibling,119,20306.95,Yes,No,None,Savings,0,0
Public,67,19533.65,Biweekly,Rented,7.4,No,1,Parent,23,21430.23,No,No,None,None,0,0
Private,64,18005.59,Biweekly,Owned,6.5,Yes,5,Friend,42,25266.14,Yes,No,Business,Insurance,0,1
Public,49,23838.65,Bimonthly,Owned,10.0,No,1,Spouse,64,35231.18,Yes,No,OFW Remittance,None,0,1
Public,66,28067.0,Weekly,Rented,9.0,No,5,Sibling,12,37136.99,No,Yes,OFW Remittance,Insurance,0,0
Private,16,23601.45,Monthly,Rented,0.1,Yes,5,Friend,53,40207.49,Yes,No,Business,Community Plan,0,1
Public,43,42609.46,Monthly,Owned,6.9,No,3,Parent,112,33922.27,No,No,OFW Remittance,Savings,0,0
Public,97,37593.86,Weekly,Owned,1.6,No,1,Sibling,60,22712.39,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,115,23945.04,Biweekly,Owned,9.9,No,0,Friend,109,32826.38,Yes,No,Freelance,None,0,0
Public,90,42524.36,Bimonthly,Owned,3.7,Yes,5,Spouse,112,28098.67,No,No,Freelance,None,0,0
Public,8,28345.42,Weekly,Owned,1.4,No,1,Parent,52,42503.98,No,No,Business,Community Plan,0,0
Public,74,30111.71,Monthly,Owned,1.4,Yes,4,Sibling,108,32689.25,No,No,OFW Remittance,Community Plan,0,0
Public,8,31934.17,Weekly,Owned,8.2,Yes,2,Friend,25,19840.63,No,No,None,Community Plan,0,0
Public,23,29206.42,Biweekly,Owned,8.1,Yes,3,Parent,24,40023.86,Yes,Yes,None,Insurance,0,0
Public,38,34386.65,Weekly,Owned,2.0,No,4,Parent,89,41188.68,Yes,Yes,Business,None,0,0
Private,19,26523.29,Weekly,Rented,9.7,Yes,3,Spouse,28,29926.85,Yes,Yes,OFW Remittance,Insurance,0,0
Private,120,15521.1,Monthly,Owned,9.8,Yes,0,Sibling,107,22403.55,Yes,Yes,Business,Savings,0,1
Public,64,16800.83,Monthly,Rented,1.7,No,0,Sibling,108,15438.67,Yes,Yes,Business,Community Plan,0,0
Public,74,41359.7,Bimonthly,Owned,5.8,Yes,5,Spouse,28,39425.98,No,Yes,None,None,0,0
Private,61,40993.9,Biweekly,Owned,7.1,No,4,Sibling,102,41737.38,Yes,No,None,Savings,0,1
Private,82,15530.76,Bimonthly,Owned,5.4,No,3,Friend,102,35163.78,Yes,Yes,None,Community Plan,0,1
Public,20,24925.76,Monthly,Rented,5.4,No,4,Friend,40,21800.69,No,No,Business,Insurance,0,0
Public,18,20902.29,Weekly,Owned,8.5,Yes,3,Spouse,72,36046.69,No,Yes,Business,Community Plan,0,0
Private,93,18617.97,Biweekly,Owned,3.9,Yes,1,Spouse,28,24482.28,Yes,No,None,Community Plan,0,1
Public,104,44571.19,Bimonthly,Owned,1.8,No,2,Spouse,73,33557.21,No,Yes,Business,Community Plan,0,0
Private,34,25530.11,Bimonthly,Rented,1.8,No,1,Parent,94,35086.29,Yes,Yes,Freelance,Insurance,0,0
Public,60,21812.45,Bimonthly,Owned,2.1,No,3,Sibling,116,39691.48,Yes,Yes,None,None,0,0
Private,54,40870.91,Weekly,Owned,6.4,No,1,Spouse,80,38053.72,No,No,None,Insurance,0,0
Public,97,31030.16,Monthly,Rented,8.3,No,4,Spouse,36,20567.18,No,No,None,Community Plan,0,0
Private,47,17436.8,Monthly,Owned,1.1,Yes,5,Sibling,24,37549.59,No,Yes,None,Savings,0,1
Private,63,16099.06,Bimonthly,Rented,9.1,No,1,Friend,115,29606.11,Yes,No,None,Savings,0,0
Public,114,33650.61,Weekly,Owned,3.1,Yes,1,Sibling,51,21751.72,Yes,No,Business,None,0,0
Public,36,31079.58,Bimonthly,Owned,9.0,Yes,2,Spouse,54,39002.32,No,No,Business,Community Plan,0,0
Public,109,39323.64,Biweekly,Rented,1.7,Yes,2,Parent,64,28789.15,No,Yes,OFW Remittance,None,0,0
Public,12,33592.04,Weekly,Rented,6.1,No,0,Sibling,85,15963.35,No,No,Business,None,0,0
Public,81,41927.37,Monthly,Rented,0.6,No,1,Parent,12,31329.95,No,No,OFW Remittance,Community Plan,0,0
Public,41,27163.03,Weekly,Owned,6.4,Yes,4,Friend,29,20742.9,Yes,No,Freelance,Community Plan,0,0
Public,118,15945.5,Biweekly,Rented,2.8,No,1,Spouse,42,26511.48,Yes,No,None,Insurance,0,0
Public,112,25989.09,Monthly,Owned,4.1,Yes,4,Sibling,119,24045.1,No,Yes,None,Savings,0,0
Private,62,37340.78,Monthly,Rented,8.5,No,0,Sibling,86,24639.35,Yes,Yes,Business,None,0,0
Public,19,29515.34,Biweekly,Rented,0.8,Yes,2,Spouse,80,35461.65,Yes,No,None,Savings,0,0
Public,89,22177.86,Weekly,Owned,9.2,Yes,4,Parent,115,27411.18,Yes,No,OFW Remittance,Savings,0,0
Public,15,34005.22,Weekly,Owned,2.6,Yes,0,Friend,47,39348.6,No,Yes,OFW Remittance,Savings,0,0
Public,120,28570.7,Weekly,Rented,9.0,No,1,Parent,85,25421.19,No,Yes,OFW Remittance,Savings,0,0
Private,16,28433.27,Biweekly,Owned,7.6,No,3,Friend,104,18089.9,No,Yes,None,Community Plan,0,0
Public,119,38662.66,Monthly,Owned,0.6,Yes,1,Parent,31,32539.99,No,Yes,Business,Savings,0,0
Public,91,40511.96,Biweekly,Owned,2.0,No,4,Sibling,61,19760.65,No,No,None,Community Plan,0,0
Private,45,26713.51,Weekly,Rented,1.2,Yes,5,Spouse,115,22594.82,Yes,Yes,OFW Remittance,Savings,0,0
Private,58,29774.56,Bimonthly,Rented,8.4,No,5,Friend,16,20098.77,Yes,No,None,None,0,0
Public,34,41888.38,Bimonthly,Owned,6.1,Yes,2,Friend,59,21689.4,No,Yes,None,Insurance,0,0
Private,41,20003.23,Bimonthly,Owned,2.2,Yes,3,Spouse,56,44859.4,Yes,Yes,Freelance,None,0,0
Public,12,44614.21,Monthly,Rented,9.1,Yes,5,Spouse,45,43527.75,Yes,Yes,None,None,0,0
Public,87,38820.22,Biweekly,Rented,1.4,Yes,1,Parent,94,27166.48,Yes,No,OFW Remittance,Insurance,0,0
Public,118,23457.69,Bimonthly,Rented,5.0,Yes,5,Friend,62,16260.35,Yes,Yes,Freelance,Insurance,0,0
Public,39,26730.72,Bimonthly,Owned,10.0,Yes,1,Friend,118,31447.6,No,No,OFW Remittance,Insurance,0,1
Private,103,23977.02,Monthly,Rented,9.5,Yes,0,Spouse,83,27229.93,No,Yes,OFW Remittance,Insurance,0,0
Private,115,23632.94,Bimonthly,Owned,5.0,Yes,1,Parent,64,24143.05,No,Yes,Freelance,None,0,0
Public,45,36992.66,Monthly,Rented,1.7,No,4,Spouse,69,19924.04,Yes,No,OFW Remittance,Community Plan,0,0
Public,88,20259.35,Biweekly,Rented,2.3,No,5,Parent,46,42198.68,Yes,No,OFW Remittance,Insurance,0,0
Public,42,40939.14,Weekly,Rented,9.7,Yes,1,Sibling,82,25550.9,Yes,No,OFW Remittance,Insurance,0,0
Public,34,43552.1,Bimonthly,Owned,6.1,No,5,Sibling,85,41171.19,No,No,OFW Remittance,Community Plan,0,1
Private,48,17964.93,Weekly,Rented,0.9,No,5,Friend,37,35765.82,Yes,No,OFW Remittance,Insurance,0,0
Private,43,20183.72,Biweekly,Rented,4.1,No,3,Friend,69,34343.8,Yes,Yes,None,Community Plan,0,0
Private,119,36886.44,Monthly,Rented,1.9,Yes,4,Sibling,51,18268.27,No,No,Freelance,Savings,0,0
Public,94,37233.22,Monthly,Owned,5.5,No,1,Friend,43,44985.33,Yes,Yes,OFW Remittance,Insurance,0,0
Public,69,23135.82,Monthly,Owned,1.5,Yes,5,Parent,73,32928.68,No,No,Business,Insurance,0,0
Private,72,38478.98,Monthly,Rented,6.8,No,2,Sibling,39,22413.53,Yes,No,Business,None,0,0
Public,115,20681.54,Weekly,Owned,9.6,No,0,Sibling,17,20454.47,Yes,No,OFW Remittance,Community Plan,0,0
Public,119,41856.5,Bimonthly,Rented,3.4,No,1,Friend,52,15101.58,Yes,Yes,Business,Community Plan,0,0
Private,55,17697.67,Biweekly,Owned,1.0,No,5,Spouse,102,20226.14,No,Yes,Freelance,None,0,0
Private,10,26170.27,Bimonthly,Owned,5.8,No,0,Parent,27,37220.35,Yes,No,Freelance,Community Plan,0,0
Public,93,40414.67,Bimonthly,Rented,2.0,Yes,4,Sibling,76,33764.9,No,Yes,None,Savings,0,0
Public,47,18012.65,Weekly,Rented,1.7,No,2,Spouse,19,24036.21,No,No,OFW Remittance,None,0,0
Private,93,32912.81,Monthly,Rented,8.3,No,0,Spouse,103,42320.88,Yes,Yes,None,None,0,0
Private,39,37872.36,Bimonthly,Rented,9.8,Yes,2,Parent,116,28382.56,Yes,No,Business,None,0,0
Public,13,23380.99,Weekly,Owned,1.6,No,0,Spouse,45,30781.78,Yes,No,Freelance,Savings,0,0
Public,96,40902.73,Weekly,Owned,8.6,No,1,Friend,70,38864.95,No,No,None,Savings,0,0
Private,21,15955.85,Weekly,Owned,3.1,No,5,Spouse,74,19414.28,No,No,Business,Insurance,0,1
