Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Private,66,44828.59,Bimonthly,Owned,9.0,No,4,Parent,79,24686.39,Yes,Yes,Business,Insurance,0,0
Public,82,18622.14,Biweekly,Rented,6.3,No,3,Spouse,29,33622.76,Yes,Yes,OFW Remittance,Insurance,0,0
Public,96,29117.66,Monthly,Owned,0.4,No,3,Spouse,102,28231.23,Yes,No,Business,Savings,0,0
Private,63,27465.08,Monthly,Owned,5.6,No,1,Spouse,93,26021.84,Yes,Yes,None,Insurance,0,0
Private,64,35527.47,Bimonthly,Owned,7.0,Yes,0,Parent,90,29827.99,No,No,Business,None,0,0
Private,103,18755.29,Biweekly,Owned,4.8,No,5,Friend,50,22339.34,No,No,OFW Remittance,Insurance,0,0
Public,8,17855.12,Bimonthly,Owned,8.5,Yes,3,Friend,21,39580.46,No,Yes,Freelance,Insurance,0,0
Private,12,31161.2,Biweekly,Owned,5.4,Yes,4,Spouse,112,41478.27,No,Yes,Freelance,Insurance,0,0
Private,96,29763.16,Biweekly,Owned,5.3,No,0,Parent,22,17139.72,Yes,Yes,OFW Remittance,None,0,0
Private,119,30504.0,Weekly,Owned,2.3,Yes,4,Friend,50,43111.0,No,Yes,None,Community Plan,0,0
Public,13,43449.05,Monthly,Owned,8.1,No,0,Spouse,102,42860.24,No,No,Freelance,Community Plan,0,0
Private,42,24399.38,Bimonthly,Rented,7.1,No,0,Friend,69,27436.41,No,No,OFW Remittance,None,0,0
Private,89,21211.85,Biweekly,Rented,8.4,Yes,0,Friend,85,42789.45,Yes,Yes,Business,None,0,0
Public,108,33371.86,Monthly,Rented,4.1,No,5,Friend,62,20132.98,No,No,Freelance,Community Plan,0,0
Public,72,32893.86,Monthly,Rented,2.4,Yes,0,Parent,97,17415.92,Yes,No,Business,Community Plan,0,0
Private,116,18720.14,Bimonthly,Rented,7.7,Yes,2,Sibling,90,15670.41,No,Yes,Business,None,0,0
Public,112,17318.7,Monthly,Owned,3.9,Yes,0,Friend,41,25005.22,No,No,Business,None,0,0
Public,101,44895.85,Monthly,Owned,1.3,Yes,0,Parent,45,40347.98,No,Yes,Business,None,0,0
Private,115,31375.4,Biweekly,Owned,7.1,No,2,Spouse,31,41497.43,No,No,Freelance,Community Plan,0,0
Public,76,35443.36,Bimonthly,Rented,7.0,Yes,1,Friend,17,19365.6,Yes,No,Freelance,Savings,0,0
Public,91,25049.06,Biweekly,Rented,4.4,No,0,Sibling,64,35810.89,Yes,Yes,Business,Savings,0,0
Private,100,36775.29,Bimonthly,Rented,5.3,Yes,1,Spouse,102,37446.49,No,Yes,Freelance,Insurance,0,1
Private,54,38720.79,Weekly,Owned,5.9,Yes,2,Sibling,67,44925.94,Yes,Yes,Freelance,None,0,0
Public,19,44772.03,Bimonthly,Owned,8.5,No,3,Friend,86,19908.61,Yes,No,OFW Remittance,Community Plan,0,1
Private,112,17702.56,Monthly,Rented,4.2,Yes,5,Friend,38,29218.94,Yes,Yes,OFW Remittance,Insurance,0,0
Public,100,35544.77,Monthly,Rented,2.3,Yes,2,Spouse,81,34767.57,No,Yes,Freelance,Insurance,0,0
Private,113,16533.41,Biweekly,Owned,6.1,No,5,Friend,57,27536.31,No,No,Freelance,Community Plan,0,0
Private,49,17111.5,Weekly,Rented,9.6,No,5,Sibling,37,25197.71,No,No,OFW Remittance,Community Plan,0,0
Private,68,16074.03,Bimonthly,Rented,6.6,No,1,Sibling,92,38764.32,No,No,OFW Remittance,Insurance,0,0
Public,113,43219.48,Biweekly,Owned,9.1,No,3,Friend,51,29861.75,Yes,No,OFW Remittance,Savings,0,0
Private,21,18314.27,Weekly,Rented,6.4,Yes,4,Friend,49,44284.55,No,No,OFW Remittance,Community Plan,0,0
Private,74,25026.68,Weekly,Owned,0.9,Yes,2,Parent,95,25247.54,Yes,No,OFW Remittance,Savings,0,0
Private,45,35514.02,Biweekly,Rented,5.3,Yes,3,Sibling,110,42873.87,Yes,No,Business,Insurance,0,0
Public,58,32108.15,Monthly,Rented,1.6,No,2,Spouse,41,27220.79,Yes,No,OFW Remittance,Insurance,0,0
Public,109,37887.86,Monthly,Owned,1.5,No,0,Sibling,115,26069.26,Yes,Yes,None,Insurance,0,0
Private,25,28766.87,Monthly,Owned,4.1,No,5,Sibling,20,15129.38,No,Yes,OFW Remittance,Insurance,0,1
Public,67,41102.57,Biweekly,Rented,8.3,No,4,Parent,73,18309.81,No,Yes,Freelance,None,0,0
Public,101,38157.68,Bimonthly,Owned,5.3,Yes,0,Parent,120,16238.68,Yes,No,OFW Remittance,None,0,0
Public,75,15363.35,Monthly,Rented,1.7,Yes,5,Spouse,120,44894.38,Yes,No,Business,Community Plan,0,0
Public,61,18143.9,Monthly,Owned,3.0,Yes,4,Sibling,91,30513.15,Yes,No,None,Insurance,0,0
Private,97,24322.12,Weekly,Rented,6.3,Yes,0,Spouse,50,22000.68,No,Yes,OFW Remittance,Savings,0,0
Private,104,43851.43,Weekly,Owned,0.2,Yes,2,Friend,34,35200.72,No,Yes,OFW Remittance,Insurance,0,0
Private,52,25966.67,Biweekly,Rented,3.5,No,4,Spouse,86,36821.7,Yes,Yes,Freelance,Savings,0,0
Private,90,18944.99,Biweekly,Owned,0.2,Yes,3,Spouse,28,39267.08,Yes,No,None,Insurance,0,0
Private,111,15821.8,Weekly,Owned,3.9,No,1,Spouse,12,42683.89,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,43,32590.11,Monthly,Owned,3.3,No,0,Spouse,30,26565.48,Yes,No,Freelance,Community Plan,0,0
Public,9,26386.6,Monthly,Rented,8.8,No,3,Spouse,34,29587.19,No,No,Business,Insurance,0,0
Public,6,33596.97,Weekly,Rented,2.0,No,5,Friend,51,28608.37,Yes,No,Freelance,Community Plan,0,0
Private,89,36568.0,Biweekly,Rented,4.7,Yes,5,Spouse,114,35893.21,Yes,Yes,Business,Insurance,0,0
Private,19,36855.46,Monthly,Rented,4.2,Yes,3,Spouse,90,29245.82,No,Yes,Business,Community Plan,0,0
Private,12,18102.11,Monthly,Owned,2.1,No,5,Sibling,85,23216.57,No,No,OFW Remittance,Insurance,0,1
Public,29,42135.0,Bimonthly,Rented,3.9,Yes,0,Spouse,107,22801.74,Yes,Yes,OFW Remittance,Insurance,0,0
Public,98,17886.09,Bimonthly,Rented,6.5,Yes,5,Spouse,84,27301.05,Yes,Yes,OFW Remittance,Insurance,0,0
Public,48,33125.22,Weekly,Owned,7.7,Yes,0,Parent,94,39656.03,Yes,No,Business,Insurance,0,0
Private,29,35490.79,Monthly,Rented,8.8,Yes,0,Friend,106,22116.4,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,10,28836.22,Monthly,Owned,1.1,No,0,Parent,86,17100.16,Yes,Yes,OFW Remittance,None,0,0
Private,55,27038.54,Bimonthly,Rented,9.1,No,3,Parent,26,15390.52,Yes,No,None,Community Plan,0,0
Private,92,42586.37,Bimonthly,Owned,1.8,No,1,Sibling,83,34452.11,No,Yes,Business,None,0,0
Public,79,23028.38,Weekly,Rented,3.0,No,1,Spouse,45,39312.35,Yes,Yes,OFW Remittance,Insurance,0,0
Private,76,35544.1,Bimonthly,Rented,9.8,No,2,Friend,53,22504.75,No,No,OFW Remittance,Savings,0,0
Public,82,22032.22,Weekly,Rented,5.7,Yes,0,Parent,67,29147.92,No,No,None,Community Plan,0,0
Private,59,21387.0,Weekly,Owned,3.7,Yes,0,Spouse,114,24873.57,No,No,OFW Remittance,None,0,0
Public,103,36464.95,Weekly,Owned,2.7,No,3,Parent,19,32672.91,Yes,No,None,Savings,0,0
Public,120,17747.43,Monthly,Rented,4.4,No,3,Spouse,115,36988.94,Yes,No,OFW Remittance,Community Plan,0,0
Private,62,16220.99,Weekly,Owned,6.5,No,2,Friend,41,21306.17,No,Yes,None,Savings,0,0
Public,95,20801.72,Weekly,Owned,3.0,No,1,Spouse,76,27355.78,No,Yes,None,Community Plan,0,0
Public,36,33465.0,Biweekly,Rented,8.0,No,1,Sibling,11,31846.45,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,67,40713.76,Monthly,Rented,6.7,No,5,Parent,92,23066.02,Yes,No,OFW Remittance,Savings,0,0
Private,50,36095.78,Weekly,Owned,9.1,No,2,Friend,18,24390.84,No,Yes,None,None,0,0
Private,76,16080.69,Monthly,Owned,7.6,No,0,Sibling,88,31436.87,No,Yes,Freelance,Savings,0,0
Public,17,16898.34,Weekly,Owned,2.9,Yes,5,Spouse,83,32231.57,No,Yes,Business,Savings,0,0
Private,86,21093.79,Weekly,Rented,5.4,Yes,5,Sibling,116,26639.28,Yes,Yes,Freelance,Savings,0,1
Public,38,28737.58,Biweekly,Rented,7.0,Yes,0,Sibling,118,29936.64,Yes,No,OFW Remittance,Community Plan,0,0
Private,66,38794.14,Weekly,Owned,1.6,Yes,0,Spouse,34,15904.68,No,No,OFW Remittance,Savings,0,0
Public,10,33823.77,Biweekly,Owned,1.0,No,4,Friend,100,36570.68,No,Yes,Freelance,None,0,0
Public,104,27427.16,Biweekly,Owned,3.4,No,2,Sibling,14,34281.82,Yes,No,OFW Remittance,Savings,0,0
Public,64,20511.79,Biweekly,Owned,2.4,Yes,4,Parent,109,44319.36,No,Yes,Freelance,None,0,0
Public,8,33847.65,Weekly,Owned,4.9,No,4,Sibling,112,21162.8,Yes,No,None,Community Plan,0,0
Public,11,18202.79,Monthly,Rented,8.5,Yes,4,Spouse,45,15541.52,Yes,Yes,OFW Remittance,Savings,0,0
Public,111,38270.35,Bimonthly,Owned,8.7,No,4,Spouse,49,36415.01,No,Yes,Freelance,None,0,1
Public,39,33716.96,Weekly,Rented,6.5,Yes,3,Parent,106,28863.07,Yes,No,Freelance,None,0,0
Private,74,20034.13,Bimonthly,Rented,9.6,No,5,Parent,92,39513.19,No,No,OFW Remittance,None,0,0
Public,97,25247.37,Biweekly,Rented,8.4,Yes,0,Spouse,29,24857.53,No,No,Business,None,0,0
Public,91,37711.37,Bimonthly,Rented,5.4,No,5,Sibling,114,17108.02,Yes,Yes,Business,Savings,0,0
Public,94,40264.32,Bimonthly,Owned,6.2,Yes,3,Parent,12,31652.81,No,Yes,Freelance,None,0,0
Public,40,37702.86,Biweekly,Rented,2.5,Yes,4,Spouse,72,26201.25,Yes,Yes,OFW Remittance,Savings,0,0
Public,100,26913.9,Bimonthly,Owned,8.1,Yes,2,Parent,52,21505.34,Yes,Yes,None,Insurance,0,0
Public,45,36912.93,Biweekly,Owned,10.0,No,4,Parent,88,40163.75,No,Yes,OFW Remittance,Insurance,0,0
Public,83,19896.7,Biweekly,Owned,5.8,Yes,4,Friend,56,20093.04,Yes,Yes,Freelance,Community Plan,0,0
Private,91,36439.79,Biweekly,Owned,1.2,No,3,Sibling,102,41094.5,No,No,Business,None,0,0
Public,109,33902.06,Bimonthly,Rented,4.7,Yes,5,Friend,117,40267.66,Yes,No,OFW Remittance,Community Plan,0,0
Private,19,20773.6,Weekly,Owned,7.3,No,0,Sibling,100,39202.31,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,27,39175.48,Monthly,Rented,9.9,Yes,3,Spouse,75,16451.97,Yes,Yes,Freelance,Community Plan,0,0
Private,89,40224.24,Biweekly,Rented,6.8,Yes,1,Friend,109,21678.99,Yes,Yes,Business,Insurance,0,0
Public,30,24989.68,Weekly,Owned,4.7,Yes,3,Spouse,13,24982.09,No,Yes,OFW Remittance,Community Plan,0,0
Public,26,44390.95,Biweekly,Rented,5.1,No,5,Spouse,51,21002.4,No,Yes,OFW Remittance,Savings,0,0
Private,15,41998.15,Weekly,Owned,7.3,No,0,Sibling,47,27480.52,No,No,Freelance,Savings,0,0
Private,69,40343.16,Weekly,Owned,1.3,No,0,Sibling,46,25588.34,Yes,No,OFW Remittance,Community Plan,0,0
Public,81,37929.81,Biweekly,Owned,6.2,No,3,Spouse,100,20449.86,Yes,No,Freelance,Insurance,0,0
Public,7,19452.91,Biweekly,Owned,0.8,Yes,5,Sibling,103,35336.96,Yes,Yes,None,Community Plan,0,0
Private,21,31298.86,Biweekly,Owned,5.9,Yes,4,Sibling,42,20110.14,No,Yes,None,Insurance,0,0
Public,30,22978.26,Weekly,Owned,0.9,Yes,0,Spouse,70,40303.57,No,No,Business,Community Plan,0,0
Public,110,32424.25,Bimonthly,Rented,2.2,No,4,Spouse,38,16217.03,No,No,Business,None,0,0
Private,18,34581.27,Biweekly,Rented,8.4,Yes,2,Friend,18,37719.28,No,Yes,OFW Remittance,Community Plan,0,1
Private,48,37586.91,Monthly,Owned,6.5,No,1,Friend,64,17282.07,Yes,Yes,Business,Community Plan,0,1
Private,83,40670.41,Bimonthly,Owned,1.2,Yes,2,Parent,102,32367.38,No,No,Business,Insurance,0,0
Private,108,22345.87,Weekly,Rented,9.7,Yes,0,Friend,69,44222.8,No,Yes,None,None,0,0
Public,69,25110.89,Monthly,Rented,2.0,Yes,1,Spouse,81,32936.67,Yes,Yes,Freelance,Savings,0,0
Private,79,30992.21,Bimonthly,Rented,4.2,No,1,Friend,44,34750.46,No,Yes,OFW Remittance,Savings,0,0
Public,83,27349.11,Biweekly,Rented,4.5,No,0,Parent,70,25503.58,No,Yes,Freelance,Insurance,0,0
Public,31,34521.53,Bimonthly,Owned,7.8,No,3,Friend,106,29511.71,No,No,None,Savings,0,0
Public,110,25198.8,Weekly,Owned,6.1,Yes,3,Friend,119,33896.83,No,No,OFW Remittance,Insurance,0,0
Private,105,44083.16,Bimonthly,Owned,6.4,Yes,5,Sibling,24,35664.73,No,No,Freelance,Savings,0,0
Private,41,30147.14,Monthly,Rented,6.2,No,5,Friend,77,44367.07,No,No,Business,None,0,1
Public,112,44841.88,Monthly,Rented,9.6,No,2,Parent,113,23409.19,Yes,No,None,None,0,0
Private,25,24547.83,Weekly,Owned,4.5,No,5,Friend,63,32379.87,Yes,Yes,Freelance,Community Plan,0,0
Private,59,29198.91,Biweekly,Owned,3.4,No,4,Friend,44,41107.82,No,Yes,None,None,0,1
Public,81,19495.01,Weekly,Owned,8.5,No,2,Friend,34,38131.46,Yes,No,Freelance,Savings,0,1
Private,8,32341.81,Monthly,Owned,0.8,Yes,0,Parent,96,38787.88,No,No,Freelance,Savings,0,0
Public,110,31715.45,Monthly,Rented,9.8,Yes,3,Spouse,10,42297.68,No,No,None,Community Plan,0,0
Public,14,34324.44,Biweekly,Rented,4.0,Yes,5,Friend,76,16525.69,Yes,Yes,Freelance,None,0,0
Public,12,19258.06,Monthly,Rented,6.6,Yes,2,Parent,83,37820.15,No,Yes,OFW Remittance,None,0,0
Public,23,17502.57,Weekly,Owned,3.4,No,4,Friend,115,19840.08,Yes,No,OFW Remittance,Savings,0,1
Private,45,41865.13,Bimonthly,Owned,0.6,No,5,Parent,105,32865.26,No,Yes,OFW Remittance,Community Plan,0,0
Public,78,40962.9,Weekly,Owned,0.3,Yes,3,Parent,64,41778.22,No,No,OFW Remittance,Community Plan,0,0
Public,84,30357.19,Biweekly,Rented,9.2,No,3,Friend,14,23985.13,No,No,Business,Insurance,0,1
Public,82,32219.8,Weekly,Rented,1.4,No,0,Sibling,114,43143.96,Yes,Yes,Freelance,None,0,0
Private,111,44880.74,Bimonthly,Rented,2.7,Yes,1,Sibling,117,39810.85,Yes,Yes,None,Savings,0,0
Public,93,23528.27,Biweekly,Owned,6.0,No,2,Spouse,112,21588.7,No,Yes,OFW Remittance,Community Plan,0,0
Public,99,27116.92,Weekly,Owned,5.5,Yes,0,Friend,27,42315.89,Yes,Yes,None,None,0,0
Private,31,43602.4,Biweekly,Rented,7.4,No,5,Friend,81,28192.47,No,Yes,OFW Remittance,None,0,0
Public,13,35305.28,Bimonthly,Rented,3.8,Yes,2,Sibling,20,41838.01,No,No,None,Savings,0,0
Public,106,22196.4,Monthly,Owned,0.4,Yes,1,Parent,108,19190.94,No,No,OFW Remittance,Savings,0,0
Public,93,29044.49,Bimonthly,Rented,3.8,No,2,Friend,114,24331.88,No,No,OFW Remittance,Insurance,0,0
Public,90,38264.16,Bimonthly,Owned,6.3,No,4,Sibling,98,39876.28,Yes,No,OFW Remittance,Insurance,0,0
Public,27,31712.45,Biweekly,Rented,0.7,No,5,Spouse,103,23406.83,No,Yes,None,Savings,0,0
Public,101,38782.37,Bimonthly,Owned,6.0,No,0,Parent,20,28098.05,Yes,Yes,None,Insurance,0,0
Private,37,15281.48,Weekly,Rented,6.8,No,4,Sibling,12,24781.68,Yes,Yes,OFW Remittance,None,0,1
Private,97,17555.43,Weekly,Rented,8.3,No,0,Parent,107,34171.01,Yes,Yes,Freelance,Savings,0,0
Public,59,34114.14,Weekly,Owned,1.1,No,2,Spouse,87,18926.31,Yes,No,Freelance,Savings,0,0
Private,37,25992.32,Bimonthly,Rented,5.5,Yes,2,Friend,77,39503.17,Yes,Yes,None,None,0,0
Private,29,33989.64,Biweekly,Rented,5.9,No,4,Friend,53,40872.51,Yes,No,Business,None,0,0
Public,77,44569.72,Bimonthly,Rented,6.2,Yes,0,Sibling,100,41349.03,No,Yes,None,None,0,0
Private,50,15604.52,Monthly,Owned,0.8,Yes,5,Parent,119,23022.39,Yes,Yes,None,None,0,1
Private,74,18389.76,Bimonthly,Rented,5.8,No,3,Sibling,77,35127.86,Yes,Yes,None,None,0,0
Public,24,24273.63,Bimonthly,Owned,5.2,Yes,3,Parent,73,37430.87,Yes,Yes,Business,Savings,0,1
Public,37,33798.1,Monthly,Rented,2.4,No,4,Parent,59,32040.54,No,Yes,Business,Insurance,0,0
Public,119,27098.94,Weekly,Owned,4.4,Yes,3,Spouse,80,37836.44,Yes,No,Business,Community Plan,0,0
Private,42,22096.93,Weekly,Owned,6.7,No,1,Spouse,72,17387.77,Yes,Yes,Business,Insurance,0,0
Private,11,35701.66,Monthly,Rented,1.6,Yes,0,Parent,80,40641.85,No,No,Business,Community Plan,0,0
Private,40,38993.08,Monthly,Owned,1.1,No,4,Sibling,98,23676.27,Yes,No,Freelance,Community Plan,0,0
Private,87,30897.46,Bimonthly,Owned,3.0,No,4,Spouse,82,26152.13,No,Yes,Business,Insurance,0,0
Private,9,41602.31,Bimonthly,Rented,3.9,No,1,Sibling,47,39865.58,No,No,OFW Remittance,Community Plan,0,0
Public,57,34867.1,Bimonthly,Rented,2.3,Yes,0,Parent,50,17573.12,Yes,Yes,None,None,0,0
Public,79,40070.51,Biweekly,Owned,6.8,Yes,5,Parent,11,20238.18,Yes,No,None,Savings,0,0
Public,62,20415.23,Weekly,Owned,6.0,No,3,Parent,68,16904.05,Yes,No,OFW Remittance,Savings,0,0
Private,98,40566.46,Weekly,Owned,8.6,Yes,1,Spouse,37,37785.13,Yes,No,Business,Savings,0,0
Public,77,34168.27,Monthly,Rented,2.8,No,4,Sibling,10,32444.28,Yes,Yes,Freelance,Insurance,0,0
Public,52,17586.17,Monthly,Rented,8.5,No,4,Sibling,117,25799.67,No,No,Freelance,Community Plan,0,1
Public,102,25245.48,Weekly,Rented,9.2,No,1,Sibling,82,38798.21,Yes,No,Business,Community Plan,0,0
Private,35,39255.88,Biweekly,Rented,2.3,No,2,Parent,117,32148.68,No,No,Business,Community Plan,0,0
Private,90,20710.74,Monthly,Owned,1.4,No,1,Friend,92,23308.68,Yes,No,OFW Remittance,Savings,0,0
Public,110,42945.13,Weekly,Rented,8.0,No,2,Parent,107,35815.24,No,Yes,Business,Savings,0,0
Private,40,44321.42,Biweekly,Rented,7.6,No,1,Friend,111,30691.16,Yes,No,None,Savings,0,0
Private,14,25172.36,Monthly,Rented,0.5,No,5,Spouse,41,28316.26,Yes,Yes,Freelance,Insurance,0,0
Public,78,40709.57,Biweekly,Rented,6.1,No,5,Parent,96,36775.2,No,No,Business,Savings,0,0
Private,83,38604.42,Monthly,Owned,9.2,Yes,4,Spouse,64,37967.39,No,Yes,Freelance,Community Plan,0,0
Public,87,37076.8,Bimonthly,Rented,2.2,No,3,Spouse,119,22316.95,No,Yes,OFW Remittance,None,0,0
Public,84,40513.86,Weekly,Owned,2.5,Yes,5,Parent,79,36646.13,No,No,Business,Community Plan,0,0
Public,15,22365.0,Weekly,Owned,7.5,Yes,0,Parent,45,29914.3,Yes,Yes,Freelance,Community Plan,0,1
Private,66,18922.48,Weekly,Owned,5.7,Yes,2,Parent,57,16784.21,Yes,No,Freelance,Insurance,0,1
Public,42,38370.84,Bimonthly,Rented,3.3,No,0,Sibling,51,36109.9,No,No,Business,Insurance,0,0
Public,105,27761.22,Monthly,Rented,8.0,No,1,Parent,15,25807.62,Yes,No,Business,Savings,0,0
Private,99,39569.16,Weekly,Rented,1.4,Yes,3,Friend,114,19072.62,No,Yes,Business,Community Plan,0,0
Public,92,29429.87,Bimonthly,Rented,3.6,Yes,2,Friend,54,16325.81,Yes,No,Freelance,Savings,0,0
Public,27,17191.65,Monthly,Owned,1.6,No,4,Spouse,59,31357.71,No,Yes,None,Insurance,0,0
Private,53,44813.97,Monthly,Owned,3.5,Yes,0,Parent,91,35583.93,Yes,No,Freelance,Insurance,0,0
Private,63,34976.78,Biweekly,Rented,4.5,No,3,Friend,26,26628.87,Yes,Yes,OFW Remittance,Savings,0,0
Private,66,31469.27,Bimonthly,Owned,5.0,No,5,Parent,33,22960.09,No,Yes,OFW Remittance,None,0,0
Private,12,34670.88,Weekly,Rented,4.0,Yes,3,Sibling,43,35791.86,No,No,OFW Remittance,Insurance,0,0
Private,89,19790.53,Monthly,Owned,8.6,Yes,1,Spouse,83,20392.49,No,Yes,OFW Remittance,Insurance,0,0
Public,100,21893.14,Monthly,Owned,1.6,Yes,5,Parent,45,29246.99,Yes,No,None,Insurance,0,0
Private,12,44875.28,Weekly,Rented,6.7,Yes,4,Spouse,113,26586.28,Yes,No,OFW Remittance,Insurance,0,0
Private,25,23128.06,Monthly,Rented,3.5,No,1,Friend,114,18377.33,Yes,No,OFW Remittance,None,0,0
Public,87,19443.49,Bimonthly,Owned,5.9,Yes,2,Sibling,104,40275.29,Yes,No,None,Insurance,0,1
Private,20,30117.93,Weekly,Owned,1.9,No,3,Parent,46,36181.66,No,No,Freelance,Insurance,0,0
Public,16,16495.14,Monthly,Rented,5.2,Yes,1,Spouse,105,20399.21,No,Yes,Business,Community Plan,0,0
Private,12,27858.72,Weekly,Rented,8.2,Yes,5,Friend,17,26316.47,No,No,OFW Remittance,None,0,1
Private,40,32377.54,Weekly,Owned,8.6,No,5,Sibling,81,21018.13,Yes,Yes,None,Community Plan,0,0
Private,41,25861.4,Weekly,Owned,7.6,No,0,Spouse,33,21157.29,No,Yes,OFW Remittance,Community Plan,0,0
Public,40,36273.72,Bimonthly,Rented,5.4,Yes,3,Parent,74,34793.94,No,Yes,Business,Community Plan,0,0
Private,100,32966.45,Biweekly,Owned,2.9,No,4,Friend,46,34274.96,Yes,No,Freelance,None,0,0
Private,84,26089.83,Biweekly,Owned,3.2,No,2,Friend,27,43694.84,Yes,Yes,OFW Remittance,Insurance,0,0
Public,12,21622.28,Weekly,Rented,2.9,Yes,3,Friend,76,40300.75,No,Yes,None,Community Plan,0,0
Public,46,28279.01,Monthly,Owned,9.4,Yes,0,Spouse,63,42179.01,Yes,Yes,None,Insurance,0,0
Private,34,28152.43,Weekly,Owned,2.0,No,0,Parent,35,27240.11,No,Yes,OFW Remittance,Insurance,0,0
Private,115,27355.78,Bimonthly,Owned,5.7,No,4,Spouse,15,43796.08,No,No,Business,Community Plan,0,0
Public,57,17283.24,Bimonthly,Owned,9.3,No,5,Parent,50,23729.49,Yes,Yes,Freelance,Community Plan,0,0
Public,115,33983.25,Bimonthly,Owned,0.3,Yes,3,Friend,33,26632.38,Yes,No,None,Insurance,0,0
Private,62,42798.32,Biweekly,Owned,9.3,No,4,Friend,27,35545.23,Yes,Yes,Freelance,Savings,0,0
Public,93,16126.08,Biweekly,Rented,8.2,Yes,3,Sibling,97,35571.75,Yes,Yes,OFW Remittance,Insurance,0,0
Public,80,30661.17,Weekly,Owned,4.2,Yes,4,Sibling,102,27407.49,No,No,Freelance,Savings,0,1
Public,106,25240.56,Weekly,Owned,0.4,No,5,Sibling,84,42515.66,No,Yes,OFW Remittance,None,0,0
Public,109,31634.93,Biweekly,Rented,4.7,Yes,4,Sibling,101,27675.37,No,No,Business,None,0,0
Private,50,37047.95,Bimonthly,Rented,4.9,Yes,1,Friend,120,18708.8,No,No,None,Savings,0,0
Private,37,37068.13,Weekly,Rented,4.6,Yes,1,Sibling,75,18989.15,No,No,None,Savings,0,0
Public,51,23985.68,Bimonthly,Owned,8.3,No,0,Spouse,45,22887.93,Yes,No,OFW Remittance,None,0,0
Public,68,30393.62,Monthly,Rented,1.3,No,0,Sibling,43,44232.51,Yes,Yes,None,Insurance,0,0
Public,90,43255.43,Biweekly,Owned,0.7,No,4,Parent,74,26228.2,No,No,Business,Insurance,0,0
Private,49,30280.5,Bimonthly,Rented,7.4,No,1,Spouse,107,43302.95,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,66,34144.91,Bimonthly,Rented,5.7,Yes,2,Friend,91,33185.12,No,Yes,Freelance,Community Plan,0,0
Private,112,20912.93,Monthly,Owned,4.2,Yes,4,Sibling,80,36795.0,No,Yes,OFW Remittance,None,0,0
Private,40,19476.31,Bimonthly,Owned,2.2,Yes,3,Sibling,53,31310.18,Yes,No,OFW Remittance,Community Plan,0,1
Public,29,44767.25,Monthly,Rented,0.9,No,2,Friend,103,28405.5,No,Yes,OFW Remittance,Insurance,0,0
Public,102,19698.02,Weekly,Owned,7.5,No,3,Sibling,40,43386.55,No,No,None,Community Plan,0,1
Private,46,36387.36,Monthly,Owned,5.1,No,5,Friend,115,44109.93,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,69,26111.62,Bimonthly,Owned,4.4,Yes,5,Spouse,102,30469.24,No,Yes,OFW Remittance,None,0,0
Public,89,25654.93,Monthly,Owned,6.8,No,3,Sibling,78,43011.88,Yes,No,None,None,0,0
Private,26,38100.25,Weekly,Rented,8.1,Yes,1,Spouse,54,36941.37,No,Yes,None,Savings,0,0
Private,17,19124.95,Monthly,Rented,7.9,Yes,1,Sibling,69,21349.91,No,No,Business,Savings,0,0
Private,92,28020.9,Monthly,Owned,2.5,Yes,0,Friend,12,40950.75,No,Yes,OFW Remittance,None,0,0
Public,33,34180.49,Monthly,Owned,6.3,No,2,Friend,13,19018.51,No,No,OFW Remittance,Insurance,0,0
Public,29,19724.05,Bimonthly,Rented,1.4,No,3,Spouse,65,28119.66,No,Yes,None,Insurance,0,0
Private,75,22873.75,Biweekly,Rented,1.7,No,2,Parent,75,26586.31,Yes,No,OFW Remittance,None,0,0
Public,7,42431.25,Monthly,Rented,4.7,Yes,2,Friend,81,21771.9,Yes,Yes,OFW Remittance,Savings,0,0
Private,92,43843.73,Monthly,Owned,4.1,No,0,Parent,79,28498.1,No,No,None,None,0,0
Private,24,40195.74,Bimonthly,Rented,7.1,Yes,3,Friend,47,15869.34,Yes,Yes,Freelance,Savings,0,0
Public,116,20888.66,Biweekly,Rented,6.0,Yes,3,Parent,37,18379.13,Yes,No,None,Community Plan,0,0
Public,119,36124.85,Weekly,Owned,5.3,No,4,Sibling,38,27231.98,Yes,Yes,Business,Savings,0,0
Private,36,29411.88,Biweekly,Rented,2.6,No,0,Parent,73,38101.73,Yes,Yes,None,Community Plan,0,0
Private,11,30160.88,Monthly,Owned,3.4,Yes,0,Friend,64,21061.85,No,No,OFW Remittance,Insurance,0,0
Private,86,40754.4,Biweekly,Owned,1.6,No,4,Sibling,22,42782.32,No,No,None,None,0,0
