Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Private,40,27000.89,Biweekly,Owned,1.3,No,0,Spouse,68,18057.46,No,No,Business,Insurance,0,0
Private,20,29002.71,Monthly,Owned,9.1,Yes,1,Sibling,21,28580.85,Yes,No,None,None,0,0
Private,32,26278.15,Bimonthly,Owned,5.5,Yes,2,Parent,110,35550.67,No,No,OFW Remittance,Insurance,0,0
Private,84,23932.57,Biweekly,Owned,4.2,No,1,Spouse,61,16755.97,Yes,Yes,None,Savings,0,0
Private,100,27191.05,Weekly,Rented,6.7,No,0,Friend,74,42725.92,No,No,OFW Remittance,Insurance,0,0
Public,11,16139.47,Weekly,Owned,9.8,Yes,3,Spouse,29,42506.47,Yes,No,None,Community Plan,0,0
Public,19,32746.06,Bimonthly,Owned,6.8,No,1,Sibling,81,38888.07,No,No,Business,Savings,0,0
Public,59,18407.06,Monthly,Rented,9.8,Yes,4,Spouse,25,32361.83,No,Yes,Business,Savings,0,0
Public,63,23129.0,Biweekly,Rented,0.8,No,0,Spouse,97,17945.79,Yes,No,OFW Remittance,Savings,0,0
Public,91,27184.2,Biweekly,Owned,1.2,No,3,Friend,71,39233.88,No,Yes,OFW Remittance,Insurance,0,0
Public,96,24875.42,Weekly,Rented,7.6,No,3,Friend,120,30245.0,Yes,Yes,OFW Remittance,None,0,0
Public,28,38490.31,Bimonthly,Rented,0.3,Yes,2,Sibling,77,42920.22,No,Yes,None,Insurance,0,0
Private,56,26508.8,Bimonthly,Rented,5.9,Yes,4,Sibling,64,23387.79,No,Yes,OFW Remittance,Savings,0,0
Private,84,15183.2,Bimonthly,Rented,5.8,No,5,Parent,31,42277.77,Yes,No,Freelance,Community Plan,0,1
Private,91,17260.18,Weekly,Owned,7.4,No,1,Sibling,110,43694.64,Yes,No,Business,Community Plan,0,0
Public,58,21833.53,Bimonthly,Owned,6.5,Yes,3,Friend,52,29749.48,No,No,OFW Remittance,None,0,1
Private,50,27878.4,Bimonthly,Rented,2.6,Yes,1,Parent,77,39060.84,Yes,Yes,OFW Remittance,None,0,0
Private,36,22919.34,Biweekly,Owned,1.3,No,3,Parent,66,25517.63,No,Yes,None,Community Plan,0,0
Private,38,31746.47,Biweekly,Rented,3.8,No,1,Spouse,48,34229.79,Yes,No,OFW Remittance,None,0,1
Public,12,30361.21,Bimonthly,Rented,4.6,No,1,Friend,113,29476.72,No,Yes,Business,None,0,0
Private,21,40777.95,Bimonthly,Rented,2.2,Yes,0,Friend,96,22881.32,No,No,Freelance,Savings,0,0
Private,10,32034.55,Bimonthly,Owned,6.3,No,3,Parent,48,17934.53,No,Yes,OFW Remittance,Savings,0,0
Public,96,24395.61,Monthly,Owned,4.8,Yes,5,Sibling,82,37679.48,Yes,Yes,Freelance,Savings,0,0
Public,44,28936.75,Monthly,Owned,0.8,No,4,Spouse,105,28654.62,No,No,None,Insurance,0,0
Private,60,18038.38,Bimonthly,Owned,4.1,No,5,Parent,48,39719.72,No,Yes,Freelance,Community Plan,0,0
Private,62,30400.65,Bimonthly,Rented,0.6,Yes,5,Spouse,116,34376.35,Yes,No,Business,Community Plan,0,0
Public,71,28172.05,Monthly,Owned,7.4,No,4,Friend,31,23700.56,Yes,Yes,OFW Remittance,Savings,0,0
Public,6,42101.52,Biweekly,Rented,5.7,No,2,Spouse,49,25187.81,No,No,Freelance,Community Plan,0,0
Public,35,19163.61,Biweekly,Rented,3.9,Yes,0,Parent,52,35759.72,Yes,Yes,Freelance,None,0,0
Private,68,23755.38,Biweekly,Rented,6.9,No,2,Spouse,100,27653.98,Yes,No,Freelance,None,0,0
Private,48,39125.74,Bimonthly,Rented,9.1,Yes,5,Parent,92,19495.2,No,Yes,Business,None,0,0
Private,8,34924.31,Bimonthly,Rented,1.9,Yes,5,Parent,39,32774.22,No,No,OFW Remittance,Community Plan,0,0
Private,114,40273.88,Monthly,Rented,8.7,No,3,Sibling,70,24370.81,No,Yes,None,None,0,0
Private,39,24772.98,Monthly,Rented,2.8,No,5,Spouse,62,30706.2,Yes,Yes,Business,Insurance,0,0
Private,112,20380.97,Monthly,Owned,7.1,Yes,4,Parent,50,20609.37,No,No,None,None,0,0
Public,7,22850.8,Weekly,Rented,1.5,Yes,0,Friend,35,22087.9,No,Yes,None,Community Plan,0,0
Public,31,38227.12,Weekly,Owned,6.6,Yes,1,Parent,64,35278.67,No,Yes,None,Community Plan,0,0
Private,61,39883.23,Monthly,Rented,3.6,No,3,Parent,65,29915.79,Yes,No,Business,None,0,0
Private,38,43081.41,Biweekly,Owned,0.7,No,5,Spouse,62,37284.45,Yes,No,Business,Insurance,0,0
Private,95,37691.47,Biweekly,Rented,8.7,No,4,Sibling,114,34755.37,No,No,None,Community Plan,0,0
Public,7,19534.08,Bimonthly,Rented,1.5,No,3,Friend,60,26700.2,No,No,Freelance,Community Plan,0,0
Public,95,30204.29,Monthly,Rented,8.3,Yes,3,Parent,70,31575.27,No,No,Business,Community Plan,0,0
Public,14,39260.37,Monthly,Rented,0.6,Yes,0,Sibling,68,34262.33,Yes,No,Freelance,Savings,0,0
Private,66,27778.62,Weekly,Rented,0.8,Yes,1,Sibling,89,40750.3,No,Yes,OFW Remittance,Insurance,0,0
Public,6,21211.86,Bimonthly,Rented,4.7,Yes,2,Spouse,95,41156.87,No,No,None,Community Plan,0,0
Private,105,16274.42,Monthly,Owned,9.3,No,3,Spouse,58,40260.69,No,No,Freelance,Insurance,0,1
Public,90,25832.97,Bimonthly,Rented,0.9,Yes,5,Spouse,31,17113.06,Yes,No,Business,Savings,0,0
Public,12,36486.66,Biweekly,Rented,0.6,No,5,Sibling,86,41849.91,Yes,Yes,OFW Remittance,Community Plan,0,1
Private,24,43167.8,Monthly,Owned,8.6,No,2,Parent,106,30361.69,Yes,Yes,None,None,0,0
Private,74,35215.06,Weekly,Rented,6.4,Yes,5,Parent,47,27368.05,Yes,No,Business,Insurance,0,0
Public,32,32943.91,Biweekly,Rented,0.7,Yes,0,Sibling,97,25915.11,No,No,None,Savings,0,0
Private,120,42457.1,Bimonthly,Owned,4.5,Yes,4,Parent,61,17840.06,Yes,No,None,Community Plan,0,0
Public,66,19429.95,Bimonthly,Rented,2.7,Yes,0,Sibling,53,31681.29,No,Yes,None,Community Plan,0,1
Public,64,32292.65,Monthly,Owned,9.8,Yes,4,Friend,36,43232.61,No,Yes,None,Insurance,0,0
Private,72,25360.85,Weekly,Owned,5.9,No,1,Parent,96,18143.37,No,Yes,Business,Savings,0,0
Public,25,36208.0,Weekly,Owned,2.8,Yes,5,Spouse,61,19379.43,Yes,No,Business,None,0,0
Public,23,36035.55,Monthly,Rented,7.5,No,4,Parent,111,26976.76,Yes,No,OFW Remittance,None,0,0
Private,47,20946.81,Weekly,Rented,2.6,No,0,Parent,103,29463.67,Yes,No,Freelance,None,0,0
Public,91,24340.33,Monthly,Owned,2.6,Yes,2,Friend,95,26840.83,No,No,OFW Remittance,None,0,0
Public,104,31099.79,Weekly,Rented,4.1,Yes,2,Spouse,10,28213.57,Yes,No,OFW Remittance,Savings,0,0
Private,100,38862.82,Monthly,Owned,4.9,Yes,4,Parent,50,26337.45,No,Yes,OFW Remittance,Community Plan,0,0
Private,119,21960.51,Weekly,Rented,7.8,Yes,0,Friend,30,39138.39,No,Yes,Freelance,Community Plan,0,0
Private,112,22225.75,Biweekly,Owned,0.2,No,2,Friend,110,43392.08,No,Yes,OFW Remittance,Savings,0,0
Private,25,37581.9,Monthly,Rented,1.1,No,2,Friend,49,39866.6,No,Yes,OFW Remittance,Insurance,0,0
Private,113,41212.98,Monthly,Rented,5.3,No,5,Sibling,76,23435.76,Yes,Yes,Freelance,Community Plan,0,0
Private,87,34808.91,Biweekly,Rented,6.5,Yes,1,Sibling,16,39493.3,Yes,No,None,Insurance,0,0
Public,109,39537.97,Monthly,Rented,2.0,No,0,Friend,55,34521.2,Yes,Yes,Business,Savings,0,0
Public,29,15409.43,Weekly,Rented,6.1,Yes,5,Friend,94,37562.26,Yes,Yes,Freelance,None,0,0
Public,47,42699.26,Biweekly,Rented,9.2,No,1,Sibling,36,27808.64,Yes,No,Freelance,Savings,0,0
Public,98,32255.45,Biweekly,Rented,8.0,Yes,0,Sibling,119,38846.5,No,Yes,None,Savings,0,0
Private,32,25667.51,Biweekly,Owned,5.4,Yes,1,Friend,19,24142.58,No,Yes,Freelance,Community Plan,0,0
Public,108,34855.62,Weekly,Owned,9.2,No,5,Parent,35,19794.48,No,No,OFW Remittance,Community Plan,0,0
Public,26,15563.6,Bimonthly,Owned,9.7,Yes,3,Parent,50,41026.73,Yes,Yes,None,None,0,0
Private,24,37145.13,Weekly,Owned,7.9,No,3,Sibling,57,30571.29,No,Yes,Business,Savings,0,0
Private,61,40555.66,Biweekly,Rented,5.0,No,5,Sibling,51,41924.52,Yes,No,Business,Insurance,0,0
Public,13,32176.31,Bimonthly,Rented,2.5,Yes,4,Friend,24,41166.74,Yes,Yes,OFW Remittance,Savings,0,1
Public,47,19026.17,Weekly,Owned,3.5,Yes,3,Spouse,58,29146.02,No,Yes,Business,Savings,0,0
Private,7,41377.86,Monthly,Rented,7.1,Yes,3,Sibling,55,29764.45,Yes,No,OFW Remittance,None,0,0
Private,61,42061.4,Bimonthly,Owned,2.7,Yes,4,Spouse,115,29755.13,No,Yes,OFW Remittance,Savings,0,1
Private,8,17973.74,Monthly,Owned,2.5,Yes,1,Spouse,64,41037.0,Yes,Yes,Freelance,Community Plan,0,0
Private,41,42810.42,Bimonthly,Rented,9.7,Yes,3,Friend,34,23605.19,Yes,No,Business,Insurance,0,0
Private,98,21073.77,Biweekly,Rented,9.2,No,1,Friend,69,23271.94,No,Yes,Freelance,Community Plan,0,0
Private,73,20303.66,Monthly,Owned,5.2,No,2,Sibling,71,40761.33,No,No,Freelance,Insurance,0,0
Public,52,26889.61,Bimonthly,Rented,2.5,Yes,4,Parent,77,37609.6,No,Yes,OFW Remittance,Savings,0,0
Private,45,42109.67,Bimonthly,Rented,3.7,Yes,3,Friend,34,23205.18,Yes,No,Business,Savings,0,0
Public,15,20400.7,Biweekly,Rented,0.6,No,0,Friend,109,25755.04,Yes,Yes,Business,None,0,0
Private,76,27595.76,Biweekly,Rented,8.6,No,5,Sibling,52,42190.52,Yes,No,None,None,0,0
Public,14,15926.29,Weekly,Rented,5.6,Yes,3,Parent,53,34180.11,Yes,No,Business,Savings,0,0
Private,37,30284.53,Biweekly,Rented,5.7,No,3,Spouse,100,15716.61,No,Yes,None,Insurance,0,0
Private,25,27494.62,Monthly,Owned,1.4,No,1,Sibling,39,27589.04,Yes,No,OFW Remittance,Community Plan,0,0
Public,113,18545.51,Bimonthly,Rented,7.2,Yes,4,Parent,24,40104.17,No,No,OFW Remittance,Insurance,0,0
Public,48,25802.4,Monthly,Owned,1.3,Yes,2,Friend,20,38900.84,No,Yes,None,Savings,0,0
Private,37,27940.46,Weekly,Rented,1.4,No,4,Sibling,13,15956.1,Yes,No,Freelance,Insurance,0,0
Private,69,22953.0,Bimonthly,Owned,4.9,Yes,4,Spouse,120,39656.62,Yes,Yes,None,None,0,0
Private,71,23039.34,Monthly,Rented,6.1,No,4,Parent,13,40531.63,No,No,OFW Remittance,None,0,0
Private,72,41563.49,Bimonthly,Rented,4.7,Yes,0,Sibling,92,15002.73,No,No,Business,Savings,0,0
Public,81,43519.86,Biweekly,Owned,5.9,Yes,5,Spouse,107,32045.35,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,28,24264.58,Weekly,Owned,2.0,Yes,1,Spouse,36,35128.43,Yes,Yes,Business,None,0,0
Private,81,26689.17,Biweekly,Owned,3.1,No,0,Sibling,11,26226.42,No,Yes,Freelance,Insurance,0,0
Public,86,22709.93,Bimonthly,Owned,4.5,Yes,4,Spouse,67,15787.49,Yes,No,None,Community Plan,0,0
Public,96,22322.28,Bimonthly,Owned,9.2,Yes,1,Spouse,47,34211.84,No,No,OFW Remittance,None,0,0
Public,55,39086.5,Monthly,Owned,1.0,Yes,3,Parent,99,34576.88,Yes,No,Freelance,Savings,0,0
Private,33,21880.03,Monthly,Rented,6.9,Yes,4,Parent,109,23676.93,Yes,Yes,Business,Insurance,0,0
Private,48,35294.51,Biweekly,Owned,2.0,Yes,2,Spouse,40,24258.46,Yes,No,OFW Remittance,Community Plan,0,0
Public,77,29423.94,Monthly,Owned,0.4,Yes,0,Sibling,80,33627.51,No,No,Business,Community Plan,0,1
Public,89,44600.01,Weekly,Owned,3.3,No,0,Spouse,41,38607.58,No,No,Freelance,None,0,0
Private,55,36867.62,Weekly,Rented,6.8,No,0,Sibling,34,29783.8,No,No,None,Insurance,0,0
Public,64,17939.77,Monthly,Rented,2.2,Yes,2,Friend,38,35270.75,No,Yes,Freelance,Insurance,0,0
Public,23,38456.94,Weekly,Owned,2.3,No,1,Parent,78,25650.71,No,Yes,Freelance,Insurance,0,0
Public,103,40632.51,Bimonthly,Owned,9.5,No,5,Spouse,17,15159.79,Yes,Yes,None,Insurance,0,0
Public,31,31611.42,Bimonthly,Owned,10.0,Yes,4,Friend,93,27578.22,Yes,No,OFW Remittance,Community Plan,0,0
Public,56,28131.08,Biweekly,Rented,7.0,Yes,2,Sibling,85,16100.59,No,Yes,OFW Remittance,Community Plan,0,0
Private,42,16991.3,Weekly,Owned,0.8,No,2,Friend,69,23848.76,No,Yes,Freelance,Insurance,0,0
Private,18,22653.47,Weekly,Rented,1.2,Yes,1,Parent,87,23958.2,No,No,OFW Remittance,Community Plan,0,0
Private,111,15527.69,Weekly,Owned,9.8,No,0,Friend,61,35581.15,Yes,No,OFW Remittance,Savings,0,0
Private,48,23417.64,Weekly,Rented,3.2,No,1,Spouse,100,30920.97,No,Yes,Freelance,None,0,0
Public,31,40711.47,Weekly,Rented,8.7,Yes,2,Sibling,65,44425.6,No,Yes,OFW Remittance,Savings,0,0
Public,18,23419.95,Monthly,Rented,3.8,No,5,Sibling,99,17928.66,Yes,No,Freelance,Savings,0,0
Private,120,15925.64,Weekly,Owned,7.3,Yes,0,Friend,94,15571.25,Yes,Yes,Business,Community Plan,0,0
Private,58,33827.88,Bimonthly,Rented,4.8,No,1,Parent,19,25064.31,Yes,Yes,Business,None,0,0
Private,112,39433.64,Monthly,Owned,2.3,No,2,Parent,114,38955.67,No,No,OFW Remittance,Insurance,0,0
Public,92,21626.6,Weekly,Rented,8.8,Yes,2,Spouse,98,39185.81,Yes,Yes,Business,Community Plan,0,0
Private,65,16646.2,Biweekly,Owned,0.9,No,4,Parent,34,28926.14,No,Yes,Business,Community Plan,0,0
Public,90,28231.67,Weekly,Owned,1.7,No,2,Spouse,30,39542.85,Yes,Yes,Freelance,None,0,0
Private,68,22243.43,Biweekly,Rented,4.1,No,2,Parent,96,40796.94,No,No,OFW Remittance,Savings,0,0
Public,50,15848.84,Bimonthly,Rented,4.9,Yes,0,Sibling,22,17747.73,No,Yes,Freelance,None,0,0
Private,79,32628.62,Weekly,Rented,8.2,No,5,Sibling,65,38154.55,Yes,No,Business,Community Plan,0,0
Public,97,35662.06,Weekly,Owned,3.9,Yes,0,Friend,76,30389.98,Yes,No,Freelance,None,0,0
Public,7,22978.89,Bimonthly,Owned,7.3,Yes,1,Parent,18,20141.89,Yes,No,Business,Savings,0,0
Private,89,37667.29,Monthly,Rented,8.1,No,3,Friend,70,23584.9,Yes,No,OFW Remittance,Savings,0,1
Public,91,25340.49,Weekly,Rented,2.9,No,5,Spouse,82,21682.05,No,Yes,Freelance,Savings,0,0
Public,105,34806.35,Weekly,Owned,7.1,No,5,Spouse,112,38594.94,Yes,Yes,Freelance,Community Plan,0,0
Public,32,30747.4,Weekly,Rented,6.9,No,0,Sibling,53,22312.25,Yes,Yes,OFW Remittance,Savings,0,0
Public,8,34000.84,Weekly,Owned,5.8,Yes,4,Friend,50,32529.37,No,Yes,None,None,0,0
Private,100,23837.5,Monthly,Owned,5.7,Yes,4,Friend,39,40812.45,No,Yes,Business,None,0,0
Public,8,20437.55,Weekly,Owned,1.0,No,3,Spouse,68,39850.88,No,No,Business,Savings,0,0
Private,39,42950.69,Weekly,Rented,7.3,Yes,2,Parent,12,38733.32,Yes,Yes,None,Insurance,0,0
Private,39,21853.62,Bimonthly,Owned,5.1,Yes,5,Spouse,92,36946.84,No,No,Freelance,None,0,1
Private,34,27507.19,Biweekly,Owned,2.1,No,1,Spouse,99,32478.23,Yes,Yes,Freelance,Insurance,0,0
Private,37,29792.22,Biweekly,Owned,9.5,No,2,Friend,14,28410.73,No,No,Freelance,None,0,0
Private,114,31705.01,Bimonthly,Owned,2.3,No,0,Spouse,26,17561.1,No,No,None,Insurance,0,0
Private,81,43149.67,Weekly,Rented,8.8,No,2,Spouse,120,34442.91,Yes,Yes,None,Savings,0,0
Private,20,27630.41,Weekly,Owned,6.7,Yes,1,Spouse,55,29443.38,No,Yes,OFW Remittance,Insurance,0,0
Public,48,27855.0,Bimonthly,Rented,5.2,Yes,0,Parent,110,32045.79,No,No,OFW Remittance,Community Plan,0,0
Public,90,32847.34,Monthly,Owned,5.2,Yes,0,Sibling,72,29430.92,No,Yes,OFW Remittance,Insurance,0,0
Private,62,18563.12,Weekly,Rented,2.8,No,2,Spouse,88,44618.87,Yes,No,None,Community Plan,0,0
Public,56,38240.42,Bimonthly,Rented,2.6,No,1,Spouse,44,40984.86,No,Yes,Freelance,Community Plan,0,1
Private,39,23213.83,Biweekly,Rented,1.3,Yes,0,Parent,62,24454.48,No,No,Business,Community Plan,0,0
Private,119,28897.52,Weekly,Rented,0.6,Yes,0,Spouse,41,28860.67,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,35,15321.25,Weekly,Owned,5.6,Yes,1,Sibling,76,18272.23,Yes,No,OFW Remittance,Community Plan,0,0
Public,39,29231.92,Bimonthly,Owned,9.6,Yes,5,Sibling,67,17578.96,Yes,No,None,Insurance,0,0
Private,55,37330.86,Biweekly,Owned,9.4,No,3,Spouse,53,37730.43,Yes,No,Freelance,None,0,0
Public,111,21974.19,Monthly,Owned,5.9,Yes,2,Sibling,103,34181.37,Yes,No,OFW Remittance,Community Plan,0,0
Private,48,23469.15,Biweekly,Owned,7.9,Yes,5,Sibling,88,21002.2,Yes,No,Business,Insurance,0,1
Public,82,27032.51,Weekly,Owned,6.7,No,2,Friend,34,43992.26,No,No,Freelance,Insurance,0,0
Public,32,34949.14,Monthly,Owned,7.4,No,0,Friend,120,36412.65,No,Yes,Business,None,0,0
Public,15,41750.34,Bimonthly,Rented,7.1,No,2,Sibling,21,36766.2,No,No,Business,Insurance,0,0
Private,88,34104.54,Biweekly,Owned,8.5,Yes,2,Sibling,26,43171.23,No,No,Freelance,None,0,0
Private,46,19159.02,Bimonthly,Owned,2.9,Yes,4,Parent,110,19774.82,No,Yes,Freelance,Insurance,0,0
Private,83,36225.17,Biweekly,Owned,1.9,Yes,2,Spouse,66,17893.05,No,No,Business,Community Plan,0,0
Public,18,22569.04,Biweekly,Owned,9.0,No,3,Sibling,26,40324.62,No,No,None,Savings,0,1
Private,106,41036.98,Biweekly,Rented,2.2,Yes,3,Spouse,82,35142.25,Yes,Yes,Business,Insurance,0,0
Private,118,44472.41,Biweekly,Owned,9.9,No,3,Sibling,73,22989.91,No,No,OFW Remittance,Insurance,0,0
Private,72,44575.12,Weekly,Rented,10.0,Yes,2,Parent,71,23621.66,No,Yes,OFW Remittance,Savings,0,0
Private,71,28468.0,Biweekly,Owned,6.2,Yes,0,Spouse,59,34241.09,No,No,Business,Savings,0,0
Public,16,22452.0,Weekly,Owned,4.8,No,0,Parent,85,42066.66,No,Yes,Freelance,None,0,0
Public,28,31996.46,Weekly,Owned,2.4,No,3,Sibling,33,37697.98,Yes,No,Business,Insurance,0,0
Private,106,30545.8,Weekly,Rented,5.1,Yes,3,Parent,58,27062.95,Yes,No,None,Insurance,0,0
Public,110,33721.93,Weekly,Owned,3.0,No,4,Spouse,34,29364.61,Yes,No,None,Community Plan,0,0
Public,35,37069.19,Monthly,Rented,6.5,Yes,3,Parent,105,31066.79,No,No,Business,Community Plan,0,0
Private,116,36780.48,Monthly,Owned,4.8,Yes,0,Spouse,51,26916.9,Yes,No,OFW Remittance,Savings,0,0
Public,85,42380.52,Biweekly,Owned,9.6,Yes,1,Sibling,116,44000.44,Yes,Yes,OFW Remittance,None,0,0
Private,25,24730.55,Bimonthly,Owned,8.3,Yes,0,Friend,53,23717.51,Yes,Yes,None,Savings,0,1
Private,61,33573.46,Bimonthly,Rented,9.9,Yes,5,Friend,111,37891.91,No,Yes,Business,Savings,0,0
Public,74,26012.95,Weekly,Owned,8.9,Yes,1,Spouse,118,20668.54,No,Yes,Business,Savings,0,0
Public,32,17041.99,Monthly,Owned,8.5,Yes,2,Spouse,86,23573.86,No,Yes,Business,None,0,0
Public,86,43987.91,Bimonthly,Owned,1.3,Yes,0,Friend,27,30543.93,No,Yes,Freelance,Savings,0,0
Private,105,40180.89,Biweekly,Rented,1.5,No,0,Parent,48,38290.86,No,No,OFW Remittance,Insurance,0,0
Public,110,35602.83,Weekly,Rented,1.0,No,4,Friend,114,16782.66,No,No,Business,None,0,0
Private,34,32552.29,Bimonthly,Owned,6.3,Yes,4,Sibling,40,37244.29,Yes,Yes,Business,Insurance,0,0
Private,36,20373.76,Bimonthly,Owned,9.3,Yes,4,Sibling,30,26424.04,No,No,Business,Savings,0,0
Public,23,22934.23,Bimonthly,Owned,6.3,No,1,Spouse,63,31810.95,No,No,Business,Savings,0,0
Public,93,22860.88,Bimonthly,Rented,7.4,Yes,5,Friend,93,18947.25,Yes,No,None,Savings,0,1
Private,86,37441.16,Bimonthly,Rented,5.3,No,2,Spouse,36,36951.22,No,Yes,Business,Insurance,0,0
Private,98,21783.54,Bimonthly,Owned,5.5,Yes,5,Friend,93,21279.65,No,No,None,None,0,0
Public,14,19308.68,Biweekly,Owned,5.5,Yes,2,Parent,102,43706.93,No,No,Freelance,Community Plan,0,0
Private,87,33298.8,Monthly,Owned,1.1,Yes,5,Friend,63,26860.79,No,No,Freelance,Community Plan,0,0
Public,119,37147.36,Weekly,Rented,6.9,No,5,Friend,27,23768.07,Yes,No,OFW Remittance,None,0,0
Private,74,17004.0,Weekly,Owned,6.7,Yes,4,Sibling,38,32520.22,No,No,None,None,0,0
Public,104,26755.44,Monthly,Owned,9.4,No,5,Sibling,20,19253.13,Yes,No,Freelance,None,0,0
Private,66,16453.1,Monthly,Owned,7.8,No,1,Spouse,12,31944.31,Yes,No,None,None,0,0
Public,97,25668.82,Biweekly,Owned,4.2,No,3,Friend,59,33340.85,Yes,Yes,OFW Remittance,None,0,0
Private,68,36725.84,Bimonthly,Owned,0.7,No,5,Friend,20,42867.1,Yes,No,OFW Remittance,Community Plan,0,0
Public,107,19082.83,Monthly,Owned,8.3,Yes,1,Parent,54,41934.03,Yes,No,OFW Remittance,Savings,0,0
Private,110,40502.53,Weekly,Owned,3.0,Yes,1,Sibling,103,22140.81,No,No,None,Insurance,0,0
Public,117,39059.36,Monthly,Owned,8.3,Yes,0,Spouse,30,15629.49,Yes,Yes,OFW Remittance,None,0,0
Public,24,24466.41,Monthly,Owned,2.6,Yes,2,Sibling,59,29281.43,Yes,Yes,Business,Community Plan,0,0
Private,9,30601.08,Weekly,Owned,5.3,No,5,Friend,44,26676.51,No,Yes,OFW Remittance,Insurance,0,0
Public,111,20869.41,Monthly,Rented,8.3,No,5,Sibling,75,22595.69,No,Yes,Business,Insurance,0,0
Private,80,41863.19,Weekly,Rented,4.5,Yes,5,Spouse,92,17319.44,Yes,Yes,Business,None,0,0
Public,119,22112.15,Weekly,Owned,1.9,No,3,Friend,87,44285.28,No,Yes,Business,Savings,0,0
Private,120,41889.44,Biweekly,Owned,8.1,No,0,Sibling,59,19517.78,No,Yes,None,Insurance,0,0
Public,36,40596.36,Biweekly,Owned,0.6,No,5,Parent,74,16807.73,No,No,OFW Remittance,Insurance,0,0
Public,42,29429.76,Weekly,Rented,8.0,Yes,4,Sibling,21,20195.64,Yes,Yes,None,Insurance,0,0
Private,9,26493.22,Weekly,Owned,1.5,No,3,Sibling,111,43415.84,No,Yes,Business,Savings,0,1
Private,92,19147.29,Bimonthly,Owned,9.2,No,5,Parent,106,22702.34,No,Yes,Business,None,0,0
Private,70,26196.77,Monthly,Rented,8.1,No,2,Friend,23,43314.94,No,Yes,OFW Remittance,None,0,0
Private,14,23803.72,Monthly,Owned,0.7,No,5,Sibling,17,26865.86,Yes,Yes,None,Community Plan,0,0
Private,85,20471.67,Biweekly,Rented,5.9,No,0,Parent,104,17188.5,No,No,None,Savings,0,0
Private,56,34544.95,Bimonthly,Owned,0.7,No,3,Parent,80,23721.13,No,Yes,Freelance,Community Plan,0,0
Private,68,35873.56,Bimonthly,Rented,8.3,Yes,1,Parent,38,43570.77,Yes,No,Business,Community Plan,0,0
Private,54,36086.58,Weekly,Rented,3.4,Yes,0,Spouse,51,25834.4,Yes,No,Business,Insurance,0,0
Public,72,41104.44,Weekly,Owned,7.3,No,5,Sibling,12,24036.6,No,Yes,Freelance,None,0,0
Public,80,40709.17,Biweekly,Owned,2.3,Yes,3,Friend,59,25421.95,Yes,No,None,Community Plan,0,0
Private,21,32709.58,Weekly,Owned,0.8,Yes,1,Parent,44,15096.76,No,Yes,Business,Community Plan,0,0
Private,30,21619.47,Bimonthly,Owned,5.3,No,0,Spouse,53,41026.72,No,No,OFW Remittance,Community Plan,0,0
Private,18,40763.37,Bimonthly,Owned,1.5,No,3,Spouse,78,17923.91,No,No,None,None,0,0
Public,38,26287.57,Biweekly,Owned,2.4,No,2,Sibling,80,33797.54,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,45,26355.37,Weekly,Owned,1.6,No,3,Spouse,18,23635.38,No,Yes,Freelance,Insurance,0,1
Public,33,30866.23,Biweekly,Rented,4.5,No,2,Sibling,95,20913.37,No,Yes,Business,Community Plan,0,0
Private,34,43642.65,Biweekly,Rented,3.4,No,4,Sibling,78,21085.23,No,No,OFW Remittance,None,0,0
Public,56,31015.38,Weekly,Owned,6.6,No,1,Sibling,73,22833.32,Yes,No,None,Community Plan,0,0
Private,65,35237.41,Biweekly,Owned,2.3,Yes,0,Spouse,39,18147.41,No,Yes,Freelance,Insurance,0,0
Private,86,19698.1,Weekly,Rented,0.9,Yes,4,Sibling,95,27772.29,Yes,Yes,Freelance,Insurance,0,0
Public,58,15041.65,Biweekly,Rented,8.3,Yes,4,Sibling,115,23115.55,Yes,Yes,None,Insurance,0,1
Private,58,24057.18,Biweekly,Owned,2.9,No,2,Friend,103,15032.8,Yes,No,None,Savings,0,0
Public,52,36792.16,Bimonthly,Rented,1.9,No,4,Spouse,94,23991.78,No,No,Freelance,Savings,0,0
Private,36,15722.81,Biweekly,Rented,3.0,Yes,4,Parent,110,23980.45,Yes,No,Freelance,Insurance,0,1
Public,39,24016.19,Biweekly,Rented,3.4,Yes,2,Friend,100,38755.94,Yes,Yes,OFW Remittance,Community Plan,0,1
Private,29,18974.09,Weekly,Owned,3.5,Yes,2,Spouse,94,18884.57,No,Yes,Business,Insurance,0,0
Private,74,26800.67,Weekly,Rented,2.2,No,1,Sibling,115,23397.33,Yes,Yes,Freelance,Savings,0,0
Public,111,44994.99,Weekly,Rented,2.1,No,3,Parent,118,32322.3,Yes,Yes,Freelance,Insurance,0,0
Private,7,15185.75,Bimonthly,Rented,8.8,No,4,Parent,98,32125.39,Yes,No,Freelance,Insurance,0,1
