Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Emp_Tenure,Comaker_Net_Salary,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Private,86.971985,41629.67,Bimonthly,Owned,3.5045178,No,2.8685627,Friend,0.074391186,0.9999884,Leader,Frequently,Business,Community Plan,0.10366126,-0.0051790853
Private,81.73877,37582.133,Bimonthly,Owned,3.4623296,No,2.7168572,Friend,-0.014757919,0.9999498,Leader,Frequently,Business,Community Plan,-0.01505723,0.08402738
Private,88.62152,37753.16,Bimonthly,Owned,3.616747,No,2.478388,Friend,-0.11510587,0.999961,Leader,Frequently,Business,Community Plan,0.06648853,0.051219285
Private,85.563255,38400.26,Bimonthly,Owned,3.5130925,No,2.703551,Friend,-0.009810867,0.99995476,Leader,Frequently,Business,Community Plan,0.011841001,0.07101407
Private,82.598976,40192.65,Bimonthly,Owned,3.37613,No,2.8531868,Friend,-0.044501133,0.9999436,Leader,Frequently,Business,Community Plan,0.07972495,0.109501466
Private,87.93189,38413.734,Bimonthly,Owned,3.8167207,No,2.712007,Friend,-0.16883697,0.9998812,Leader,Frequently,Business,Community Plan,0.116080195,0.106169045
Private,92.377144,41029.03,Bimonthly,Owned,3.3183491,No,2.6307018,Friend,0.0378883,0.999972,Leader,Frequently,Business,Community Plan,-0.023387808,-0.09631043
Private,88.75901,39043.613,Bimonthly,Owned,3.6132836,No,2.5593696,Friend,0.001820458,0.9999909,Leader,Frequently,Business,Community Plan,0.039163377,0.20746261
Private,84.07212,40241.195,Bimonthly,Owned,3.4025753,No,2.8565128,Friend,0.028780192,0.9999781,Leader,Frequently,Business,Community Plan,0.020159151,0.08498535
Private,81.50361,40265.64,Bimonthly,Owned,3.9880664,No,2.5458393,Friend,-0.21722682,0.9999931,Leader,Frequently,Business,Community Plan,-0.027867971,0.20714371
Private,85.86687,37639.38,Bimonthly,Owned,3.6352034,No,2.6911998,Friend,-0.07603778,0.9999416,Leader,Frequently,Business,Community Plan,0.061175246,0.142493
Private,82.17843,35103.957,Bimonthly,Owned,3.4220524,No,2.5862868,Friend,0.026768472,0.99992555,Leader,Frequently,Business,Community Plan,0.094739705,0.008509486
Private,74.27075,39002.535,Bimonthly,Owned,3.5550032,No,2.9444046,Friend,-0.1326219,0.9999944,Leader,Frequently,Business,Community Plan,-0.014620622,0.08772641
Private,71.603745,37939.258,Bimonthly,Owned,3.2673051,No,2.998526,Friend,-0.012982455,0.9999572,Leader,Frequently,Business,Community Plan,0.00033846125,0.11707218
Private,84.46622,37901.2,Bimonthly,Owned,3.4487128,No,2.6676254,Friend,-0.022753572,0.99999344,Leader,Frequently,Business,Community Plan,-0.014176952,0.12164122
Private,84.83647,37498.297,Bimonthly,Owned,3.5943632,No,2.5671306,Friend,-0.065096244,0.99996746,Leader,Frequently,Business,Community Plan,0.038747117,0.09499561
Private,83.01228,36554.324,Bimonthly,Owned,3.193155,No,2.6383562,Friend,0.20060253,0.9999973,Leader,Frequently,Business,Community Plan,0.045549374,0.042673834
Private,85.84586,38256.47,Bimonthly,Owned,3.4322717,No,2.5332625,Friend,-0.059787754,0.99998915,Leader,Frequently,Business,Community Plan,0.13176255,-0.06347193
Private,90.96869,38981.67,Bimonthly,Owned,3.5630984,No,2.7313838,Friend,0.05606755,0.99992955,Leader,Frequently,Business,Community Plan,0.10754199,0.032327455
Private,84.35739,39080.29,Bimonthly,Owned,3.5984223,No,2.8055198,Friend,0.003319419,0.99996066,Leader,Frequently,Business,Community Plan,0.11243309,0.04929214
Private,89.63085,39462.895,Bimonthly,Owned,3.5085244,No,2.7294776,Friend,0.030307932,0.9999497,Leader,Frequently,Business,Community Plan,0.015288568,0.15072581
Private,83.229546,39884.777,Bimonthly,Owned,3.5427952,No,2.6503935,Friend,-0.048629913,0.9999736,Leader,Frequently,Business,Community Plan,0.018479059,0.011157746
Private,93.86467,37924.74,Bimonthly,Owned,3.388104,No,2.4338186,Friend,0.16155016,0.9999788,Leader,Frequently,Business,Community Plan,-0.017930698,0.053778596
Private,84.30599,37409.125,Bimonthly,Owned,3.7378757,No,2.5680635,Friend,-0.106745325,0.999984,Leader,Frequently,Business,Community Plan,0.02543299,0.108771406
Private,75.22507,38649.137,Bimonthly,Owned,3.2429373,No,2.8791115,Friend,-0.010235876,0.9999828,Leader,Frequently,Business,Community Plan,-0.04481334,0.09546046
Private,83.73454,38205.875,Bimonthly,Owned,3.726533,No,2.6870937,Friend,-0.05964478,0.99998426,Leader,Frequently,Business,Community Plan,0.07688019,0.13130778
Private,75.7378,37891.383,Bimonthly,Owned,3.4266346,No,2.76934,Friend,-0.076519646,0.99999076,Leader,Frequently,Business,Community Plan,0.025291078,-0.03559279
Private,81.98471,38331.207,Bimonthly,Owned,3.5020769,No,2.7995749,Friend,-0.02881071,0.9999716,Leader,Frequently,Business,Community Plan,0.02874304,0.024685843
Private,91.009605,37762.598,Bimonthly,Owned,3.6378074,No,2.7558293,Friend,0.03106494,0.99990994,Leader,Frequently,Business,Community Plan,0.08871368,0.08766315
Private,78.72075,38910.285,Bimonthly,Owned,3.5020666,No,2.6554317,Friend,-0.02892325,0.99998474,Leader,Frequently,Business,Community Plan,0.037264682,0.11312505
Private,83.17123,37815.62,Bimonthly,Owned,3.4676642,No,2.9243271,Friend,0.20111948,0.9999538,Leader,Frequently,Business,Community Plan,-0.08840719,0.00017231517
Private,85.460976,37857.79,Bimonthly,Owned,3.7112799,No,2.704134,Friend,-0.15070234,0.99997795,Leader,Frequently,Business,Community Plan,-0.019831887,-0.0024302283
Private,80.31621,36301.06,Bimonthly,Owned,3.5480266,No,2.613157,Friend,-0.12502494,0.99998677,Leader,Frequently,Business,Community Plan,0.025553174,0.14162771
Private,83.09888,37033.727,Bimonthly,Owned,3.6889234,No,2.8145227,Friend,0.11969052,0.9999833,Leader,Frequently,Business,Community Plan,0.029713934,-0.045453276
Private,84.69831,38536.523,Bimonthly,Owned,3.5196285,No,2.7486682,Friend,0.13741146,0.9999485,Leader,Frequently,Business,Community Plan,-0.013674063,-0.00039576736
Private,76.53628,39187.668,Bimonthly,Owned,3.3843186,No,2.8028345,Friend,-0.054534957,0.9999889,Leader,Frequently,Business,Community Plan,-0.030631794,0.13797931
Private,76.73821,37687.113,Bimonthly,Owned,3.332828,No,2.6181347,Friend,-0.1886066,0.99999124,Leader,Frequently,Business,Community Plan,-0.09667182,0.23455545
Private,91.52682,38713.79,Bimonthly,Owned,3.4213972,No,2.6420903,Friend,-0.016431138,0.9999795,Leader,Frequently,Business,Community Plan,-0.052401263,0.09282521
Private,79.50687,40504.305,Bimonthly,Owned,3.6920278,No,2.7589087,Friend,0.061875302,0.99998933,Leader,Frequently,Business,Community Plan,0.15450725,-0.039753012
Private,79.42009,39048.562,Bimonthly,Owned,3.3460226,No,2.7543664,Friend,0.04918773,0.99998,Leader,Frequently,Business,Community Plan,0.024859443,0.064961486
Private,87.307274,37512.145,Bimonthly,Owned,3.5754087,No,2.6173816,Friend,0.03143932,0.99999374,Leader,Frequently,Business,Community Plan,0.09312971,0.022408977
Private,88.96783,38359.0,Bimonthly,Owned,3.5978525,No,2.4773037,Friend,0.18562083,0.9999826,Leader,Frequently,Business,Community Plan,0.009217579,0.05880728
Private,84.0107,39874.96,Bimonthly,Owned,3.5967052,No,2.7188952,Friend,-0.0103892675,0.9999704,Leader,Frequently,Business,Community Plan,0.118851274,0.060511123
Private,83.24477,39148.887,Bimonthly,Owned,3.3686066,No,2.6772773,Friend,-0.021763673,0.999983,Leader,Frequently,Business,Community Plan,0.050994143,0.15972151
Private,84.61855,38717.17,Bimonthly,Owned,3.7614865,No,2.6485636,Friend,-0.14061613,0.99998605,Leader,Frequently,Business,Community Plan,0.07325032,0.16247745
Private,84.41309,38109.496,Bimonthly,Owned,3.575351,No,2.4889708,Friend,0.03795627,0.9999914,Leader,Frequently,Business,Community Plan,0.063480064,-0.044743467
Private,88.48838,42673.723,Bimonthly,Owned,3.5060751,No,2.9193208,Friend,0.1913413,0.9999804,Leader,Frequently,Business,Community Plan,-0.1224582,0.061656054
Private,81.4727,39191.227,Bimonthly,Owned,3.588607,No,2.7150838,Friend,-0.024011899,0.99996305,Leader,Frequently,Business,Community Plan,0.086132914,0.14867757
Private,87.478874,36416.426,Bimonthly,Owned,3.7974908,No,2.7204201,Friend,0.05883463,0.99995744,Leader,Frequently,Business,Community Plan,0.06552308,0.054851275
Private,88.81978,38795.0,Bimonthly,Owned,3.5303218,No,2.8484561,Friend,0.022536514,0.99999213,Leader,Frequently,Business,Community Plan,-0.10545577,-0.10621361
Private,82.07758,39878.67,Bimonthly,Owned,3.5399685,No,2.5883324,Friend,-0.09888844,0.9999388,Leader,Frequently,Business,Community Plan,0.094004355,0.10389008
Private,83.902596,36939.004,Bimonthly,Owned,3.1876147,No,2.663042,Friend,0.16246165,0.9999662,Leader,Frequently,Business,Community Plan,-0.05421171,0.11130932
Private,82.21206,40483.89,Bimonthly,Owned,3.7522333,No,2.707222,Friend,-0.07792836,0.99997294,Leader,Frequently,Business,Community Plan,0.0068937936,0.05518718
Private,79.08898,38915.188,Bimonthly,Owned,3.7470944,No,2.6669428,Friend,-0.20929676,0.99998724,Leader,Frequently,Business,Community Plan,0.042850718,0.1858241
Private,85.79083,44651.82,Bimonthly,Owned,3.6328955,No,2.875422,Friend,-0.06331388,0.9999716,Leader,Frequently,Business,Community Plan,0.15222786,0.023949029
Private,79.64091,40155.973,Bimonthly,Owned,3.3736324,No,2.7023954,Friend,0.12381607,0.9999775,Leader,Frequently,Business,Community Plan,0.10360053,-0.083063684
Private,81.62503,37760.453,Bimonthly,Owned,3.6019948,No,2.6266234,Friend,-0.049325146,0.9999802,Leader,Frequently,Business,Community Plan,0.12523443,0.011737724
Private,80.18176,38560.14,Bimonthly,Owned,3.8679352,No,2.884749,Friend,-0.13733509,0.9999712,Leader,Frequently,Business,Community Plan,0.12760267,0.14274508
Private,81.175835,38671.91,Bimonthly,Owned,3.716366,No,2.6984363,Friend,0.08472732,0.9999958,Leader,Frequently,Business,Community Plan,0.06591662,-0.073952064
Private,83.58151,35199.78,Bimonthly,Owned,3.5929246,No,2.708212,Friend,-0.004287346,0.9999874,Leader,Frequently,Business,Community Plan,-0.057205662,0.049033515
Private,83.91384,38603.418,Bimonthly,Owned,3.6834815,No,2.6848714,Friend,-0.030664379,0.99997735,Leader,Frequently,Business,Community Plan,0.045186587,0.11077619
Private,88.02111,39796.69,Bimonthly,Owned,3.6494331,No,2.6928227,Friend,-0.093431026,0.99997807,Leader,Frequently,Business,Community Plan,-0.05460712,0.112926885
Private,97.10542,37527.08,Bimonthly,Owned,3.5443506,No,2.7043302,Friend,0.1195784,0.9999905,Leader,Frequently,Business,Community Plan,0.07491153,0.11960693
Private,82.608734,40405.086,Bimonthly,Owned,3.4846663,No,2.779788,Friend,0.014752919,0.99998945,Leader,Frequently,Business,Community Plan,0.01765616,0.038458772
Private,82.953255,39772.32,Bimonthly,Owned,3.8025062,No,2.707515,Friend,-0.021124529,0.9999649,Leader,Frequently,Business,Community Plan,0.12725227,-0.014346252
Private,83.403915,38528.098,Bimonthly,Owned,3.4804232,No,2.6730113,Friend,-0.018269895,0.9999915,Leader,Frequently,Business,Community Plan,0.1514054,-0.10434221
Private,80.75564,39757.492,Bimonthly,Owned,3.557775,No,2.8222592,Friend,-0.14991315,0.999982,Leader,Frequently,Business,Community Plan,0.07874102,0.18729149
Private,82.54825,39567.344,Bimonthly,Owned,3.4572866,No,2.628728,Friend,0.048345726,0.9999897,Leader,Frequently,Business,Community Plan,0.03554233,0.0773507
Private,90.66279,36580.32,Bimonthly,Owned,3.6259472,No,2.801754,Friend,-0.05898655,0.9999901,Leader,Frequently,Business,Community Plan,0.17177011,0.10422934
Private,81.110985,36697.44,Bimonthly,Owned,3.5613034,No,2.6758444,Friend,-0.006550236,0.99998754,Leader,Frequently,Business,Community Plan,0.06465821,0.11458693
Private,86.38072,38438.836,Bimonthly,Owned,3.6807168,No,2.6429367,Friend,-0.07981742,0.9999085,Leader,Frequently,Business,Community Plan,0.03761984,0.0057932767
Private,78.65881,38888.16,Bimonthly,Owned,3.729636,No,2.6427615,Friend,-0.16340521,0.99998456,Leader,Frequently,Business,Community Plan,0.045370284,0.15382622
Private,89.11032,38581.0,Bimonthly,Owned,3.595555,No,2.6670306,Friend,0.017972706,0.99998474,Leader,Frequently,Business,Community Plan,-0.014551471,0.06405614
Private,88.99261,40458.91,Bimonthly,Owned,3.8764822,No,2.6139135,Friend,-0.21314046,0.9999138,Leader,Frequently,Business,Community Plan,0.1506268,0.006344058
Private,90.162056,37237.52,Bimonthly,Owned,3.4952042,No,2.5896192,Friend,-0.071477495,0.99998254,Leader,Frequently,Business,Community Plan,0.15497534,-0.15117778
Private,82.67502,38555.45,Bimonthly,Owned,3.3956034,No,2.9508262,Friend,0.18586878,0.9999749,Leader,Frequently,Business,Community Plan,0.03495579,0.04547615
Private,83.61943,36957.85,Bimonthly,Owned,3.5089147,No,2.7422717,Friend,0.116409265,0.99999726,Leader,Frequently,Business,Community Plan,0.0035122545,0.03372811
Private,80.98968,38108.4,Bimonthly,Owned,3.5153093,No,2.6923423,Friend,-0.06708165,0.9999798,Leader,Frequently,Business,Community Plan,-0.018968541,-0.038502626
Private,80.226944,36198.19,Bimonthly,Owned,3.9351852,No,2.7004433,Friend,-0.08312637,0.9999885,Leader,Frequently,Business,Community Plan,0.057755094,-0.06139034
Private,90.14952,38715.33,Bimonthly,Owned,3.631313,No,2.7587967,Friend,-0.08173863,0.9999916,Leader,Frequently,Business,Community Plan,0.017600484,0.043063253
Private,84.559555,40363.48,Bimonthly,Owned,3.6702452,No,2.7985766,Friend,-0.044158444,0.9999967,Leader,Frequently,Business,Community Plan,0.09875144,0.10401586
Private,80.46231,39833.598,Bimonthly,Owned,3.6502366,No,2.8387768,Friend,0.034844976,0.9999647,Leader,Frequently,Business,Community Plan,0.013360473,0.052746117
Private,82.54039,37178.54,Bimonthly,Owned,3.4138765,No,2.4879436,Friend,0.01722764,0.9999772,Leader,Frequently,Business,Community Plan,0.030540625,0.009099821
Private,81.00511,40190.473,Bimonthly,Owned,3.4802094,No,2.5114782,Friend,-0.021257866,0.9999846,Leader,Frequently,Business,Community Plan,0.0012623419,-0.066710085
Private,76.20136,36699.76,Bimonthly,Owned,3.5441206,No,2.6115572,Friend,0.10526741,0.9999827,Leader,Frequently,Business,Community Plan,-0.018216074,-0.09032552
Private,90.45495,36069.03,Bimonthly,Owned,3.692233,No,2.4188368,Friend,-0.02443198,0.99997437,Leader,Frequently,Business,Community Plan,0.10598004,-0.0805109
Private,77.39907,37334.348,Bimonthly,Owned,3.8001707,No,2.6952055,Friend,-0.07663449,0.99996126,Leader,Frequently,Business,Community Plan,0.050186325,0.12786904
Private,78.238686,38100.06,Bimonthly,Owned,3.6125522,No,2.8046165,Friend,-0.080354184,0.9999913,Leader,Frequently,Business,Community Plan,0.018296598,0.19045462
Private,80.17786,38814.723,Bimonthly,Owned,3.7736433,No,2.6395633,Friend,-0.08807506,0.9997542,Leader,Frequently,Business,Community Plan,0.018854309,0.09169538
Private,84.31407,36338.707,Bimonthly,Owned,3.7010942,No,2.8434947,Friend,-0.026052207,0.99998134,Leader,Frequently,Business,Community Plan,0.06669079,-0.07956811
Private,83.395905,40856.37,Bimonthly,Owned,3.4594176,No,2.6983404,Friend,0.071466774,0.999993,Leader,Frequently,Business,Community Plan,0.049151834,0.071237005
Private,83.73711,35845.086,Bimonthly,Owned,3.5585048,No,2.4297988,Friend,-0.07047158,0.9999985,Leader,Frequently,Business,Community Plan,0.050554242,0.2014823
Private,78.83252,40022.977,Bimonthly,Owned,3.7868612,No,2.9280112,Friend,-0.13720453,0.9999857,Leader,Frequently,Business,Community Plan,0.107937,0.009454411
Private,89.39962,38661.25,Bimonthly,Owned,3.3522773,No,2.6486013,Friend,0.04134789,0.99999595,Leader,Frequently,Business,Community Plan,0.1389447,0.14092182
Private,80.39055,36572.2,Bimonthly,Owned,3.6149774,No,2.7755678,Friend,-0.009219438,0.99998194,Leader,Frequently,Business,Community Plan,0.073733956,0.069817655
Private,86.24722,39961.312,Bimonthly,Owned,3.6807203,No,2.7932284,Friend,0.03229173,0.9999844,Leader,Frequently,Business,Community Plan,0.09153672,0.088434026
Private,81.383766,36338.973,Bimonthly,Owned,3.4890041,No,2.666333,Friend,-0.13739702,0.999983,Leader,Frequently,Business,Community Plan,0.046733666,0.0919562
Private,80.98976,38941.777,Bimonthly,Owned,3.9176898,No,2.809976,Friend,-0.18228202,0.9999549,Leader,Frequently,Business,Community Plan,0.11275696,0.087949075
Private,83.20254,37287.777,Bimonthly,Owned,3.6618328,No,2.8481429,Friend,-0.032837227,0.9999879,Leader,Frequently,Business,Community Plan,0.034128368,-0.106845215
Private,81.09274,40680.918,Bimonthly,Owned,3.7672405,No,2.866064,Friend,-0.053477522,0.99988866,Leader,Frequently,Business,Community Plan,0.10235889,-0.0067161354
Private,79.64275,39127.37,Bimonthly,Owned,3.6640358,No,2.8450363,Friend,-0.14228141,0.9999611,Leader,Frequently,Business,Community Plan,0.09585727,0.06584964
Private,73.98337,36581.176,Bimonthly,Owned,3.6220176,No,2.7943983,Friend,-0.017709222,0.9999795,Leader,Frequently,Business,Community Plan,-0.009884866,0.00800676
Private,76.90119,37580.06,Bimonthly,Owned,3.5107787,No,2.7250574,Friend,-0.02378767,0.99997,Leader,Frequently,Business,Community Plan,-0.03749757,0.054952644
Private,82.35968,38382.12,Bimonthly,Owned,3.4507213,No,2.84169,Friend,-0.10849602,0.99999213,Leader,Frequently,Business,Community Plan,0.07638973,0.055458758
Private,77.19986,37327.656,Bimonthly,Owned,3.9663813,No,2.8370888,Friend,-0.112723395,0.9999923,Leader,Frequently,Business,Community Plan,0.113565214,0.0127278175
Private,84.962906,41025.703,Bimonthly,Owned,3.6938663,No,2.847397,Friend,0.05089455,0.9999625,Leader,Frequently,Business,Community Plan,-0.067691594,0.14779055
Private,80.1139,38744.867,Bimonthly,Owned,3.614534,No,2.6674116,Friend,-0.114386804,0.9999983,Leader,Frequently,Business,Community Plan,0.06105748,0.14413343
Private,88.5004,39629.32,Bimonthly,Owned,3.596992,No,2.5895805,Friend,0.07944364,0.99999344,Leader,Frequently,Business,Community Plan,0.023310712,0.0613833
Private,84.910675,38802.418,Bimonthly,Owned,3.4569385,No,2.7162025,Friend,0.03765922,0.9999482,Leader,Frequently,Business,Community Plan,0.10065613,0.060063627
Private,82.25929,36256.215,Bimonthly,Owned,3.4115357,No,2.7602572,Friend,0.023361444,0.9999447,Leader,Frequently,Business,Community Plan,-0.076090425,0.24728276
Private,90.606834,38876.035,Bimonthly,Owned,3.46942,No,2.6060317,Friend,0.04524268,0.999968,Leader,Frequently,Business,Community Plan,-0.03817881,0.06313938
Private,90.47187,39095.562,Bimonthly,Owned,3.6277714,No,2.7815852,Friend,-0.003964379,0.99997914,Leader,Frequently,Business,Community Plan,0.10242614,0.048480242
Private,81.22605,37271.863,Bimonthly,Owned,3.3530397,No,2.6461577,Friend,-0.1812612,0.9999927,Leader,Frequently,Business,Community Plan,-0.01401785,0.09517504
Private,75.37295,36027.04,Bimonthly,Owned,3.3691804,No,2.5509338,Friend,0.15034,0.9999868,Leader,Frequently,Business,Community Plan,0.09701467,-0.10319184
Private,80.614494,37900.44,Bimonthly,Owned,3.7059739,No,2.6415,Friend,-0.12659027,0.9999829,Leader,Frequently,Business,Community Plan,0.0085659465,0.07126383
Private,83.91001,37957.703,Bimonthly,Owned,3.3930779,No,2.8285837,Friend,-0.03507144,0.9999888,Leader,Frequently,Business,Community Plan,0.0024171872,0.074923486
Private,83.61738,38230.746,Bimonthly,Owned,3.4867013,No,2.7946198,Friend,-0.014320881,0.99999046,Leader,Frequently,Business,Community Plan,0.022799268,0.046162006
Private,83.59933,35900.72,Bimonthly,Owned,3.3708882,No,2.570023,Friend,0.15897581,0.9999875,Leader,Frequently,Business,Community Plan,-0.027945051,0.02723507
Private,85.74164,39149.215,Bimonthly,Owned,3.8224905,No,2.6758075,Friend,-0.09540851,0.99988663,Leader,Frequently,Business,Community Plan,0.05206718,0.040790495
